EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019 
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 2135,116202,ROCHES POINT                            ,IE,+51:47:35,-008:14:38,  43, DD4,20040715,20190421,   17,Conor Daly                                        
 2135,903952,ROCHES POINT                            ,IE,+51:48:00,-008:15:00,  41, DD4,19800101,20190430,    -,Synoptical message from GTS
 2137,116215,ROSSLARE                                ,IE,+52:15:00,-006:19:48,  23, DD4,19561201,20070630,   17,Conor Daly                                        
 2138,116218,KILKENNY                                ,IE,+52:40:12,-007:16:12,  63, DD4,19570601,20080407,   17,Conor Daly                                        
 2139,116222,SHANNON                                 ,IE,+52:41:24,-008:55:05,   6, DD4,19450901,20190421,   17,Conor Daly                                        
 2139,903962,SHANNON AIRPORT                         ,IE,+52:42:00,-008:54:59,  20, DD4,19800101,20190430,    -,Synoptical message from GTS
 2140,116216,CLAREMORRIS                             ,IE,+53:43:12,-008:58:48,  69, DD4,19500101,20100602,   17,Conor Daly                                        
 2140,903970,CLAREMORRIS                             ,IE,+53:43:00,-008:58:59,  69, DD4,19800101,20190430,    -,Synoptical message from GTS
 2142,116214,CLONES                                  ,IE,+54:10:48,-007:13:48,  87, DD4,19510101,20080407,   17,Conor Daly                                        
 2143,116201,BELMULLET                               ,IE,+54:13:48,-010:00:00,   9, DD4,19560917,20100602,   17,Conor Daly                                        
 2143,903976,BELMULLET                               ,IE,+54:13:59,-010:00:00,  10, DD4,19800101,20190430,    -,Synoptical message from GTS
 2216,114734,SLETTNES FYR                            ,NO,+71:05:02,+028:13:04,   8, DD4,19560825,20190430,   22,Hans Olav Hygen                                   
 2216,901078,SLETTNES LH                             ,NO,+71:05:58,+028:13:59,  10, DD4,19800101,20190430,    -,Synoptical message from GTS
 2230,114791,BERGEN/FLESLAND                         ,NO,+60:17:21,+005:13:35,  48, DD4,19551001,20190430,   22,Hans Olav Hygen                                   
 2230,901311,BERGEN/FLESLAND                         ,NO,+60:16:59,+005:13:59,  50, DD4,19800101,20190430,    -,Synoptical message from GTS
 2230,901317,BERGEN/FLORIDA                          ,NO,+60:22:59,+005:19:59,  36, DD4,19800101,20190430,    -,Synoptical message from GTS
 2260,158195,GUNNARN                                 ,SE,+65:00:26,+017:42:30, 280, DD4,19470101,20100427,   56,Marcus Flarup                                     
 2260,902126,GUNNARN A                               ,SE,+65:01:00,+017:42:00, 277, DD4,20090609,20190430,    -,Synoptical message from GTS
 2260,902128,GUNNARN                                 ,SE,+65:00:00,+017:42:00, 283, DD4,19800101,20130331,    -,Synoptical message from GTS
 2261,158199,LYCKSELE                                ,SE,+64:34:48,+018:39:00, 234, DD4,19620201,19951031,   56,Marcus Flarup                                     
 2261,161481,LYCKSELE_A                              ,SE,+64:33:00,+018:43:12, 210, DD4,19951215,20190426,   56,Marcus Flarup                                     
 2261,902261,LYCKSELE                                ,SE,+64:33:00,+018:43:00, 211, DD4,20001024,20190426,    -,Synoptical message from GTS
 2262,158203,MASESKAR                                ,SE,+58:06:00,+011:21:00,  14, DD4,19490102,19951031,   56,Marcus Flarup                                     
 2262,159362,MASESKAR_A                              ,SE,+58:05:24,+011:19:48,  16, DD4,19950801,20190430,   56,Marcus Flarup                                     
 2262,902505,MASESKAR                                ,SE,+58:06:00,+011:19:59,  16, DD4,19960928,20190430,    -,Synoptical message from GTS
 2263,158207,MALILLA                                 ,SE,+57:23:30,+015:54:48, 100, DD4,19650101,20080704,   56,Marcus Flarup                                     
 2263,158228,MALILLA A                               ,SE,+57:23:04,+015:48:12,  95, DD4,20080103,20190430,   56,Marcus Flarup                                     
 2263,902565,MALILLA A                               ,SE,+57:22:59,+015:48:00,  98, DD4,20090609,20190430,    -,Synoptical message from GTS
 2263,902566,MALILLA                                 ,SE,+57:24:00,+015:49:00,  98, DD4,19800113,20080217,    -,Synoptical message from GTS
 2563,113602,DEELEN                                  ,NL,+52:03:18,+005:52:19,  50, DD1,19520701,20190430,   19,Ge Verver                                         
 2563,906275,DEELEN                                  ,NL,+52:03:00,+005:52:00,  47, DD4,19800101,20190430,    -,Synoptical message from GTS
 2565,113611,HOOGEVEEN                               ,NL,+52:44:56,+006:34:23,  16, DD1,19891013,20190430,   19,Ge Verver                                         
 2565,906279,HOOGEVEEN                               ,NL,+52:43:59,+006:31:00,  16, DD4,19940522,20190430,    -,Synoptical message from GTS
 2566,113653,EINDHOVEN                               ,NL,+51:26:58,+005:22:36,  23, DD1,19510101,20190430,   19,Ge Verver                                         
 2566,906370,EINDHOVEN AP                            ,NL,+51:27:00,+005:25:00,  22, DD4,19800101,20190430,    -,Synoptical message from GTS
 2569,113623,TWENTHE                                 ,NL,+52:16:23,+006:53:26,  33, DD1,19510101,20190430,   19,Ge Verver                                         
 2569,906290,TWENTE                                  ,NL,+52:16:00,+006:54:00,  34, DD4,19800101,20190430,    -,Synoptical message from GTS
 2570,113569,VALKENBURG                              ,NL,+52:10:13,+004:25:45,   0, DD1,19510101,20160502,   19,Ge Verver                                         
 2570,155396,VOORSCHOTEN                             ,NL,+52:08:22,+004:26:11,  -1, DD1,20140801,20190430,   19,Ge Verver                                         
 2570,906210,VALKENBURG                              ,NL,+52:10:00,+004:25:59,   1, DD4,19800101,20160502,    -,Synoptical message from GTS
 2571,113629,WESTDORPE                               ,NL,+51:13:28,+003:51:39,   2, DD1,19910625,20190430,   19,Ge Verver                                         
 2571,906319,WESTDORPE                               ,NL,+51:13:59,+003:52:00,   2, DD4,19940522,20190430,    -,Synoptical message from GTS
 2571,906431,GENT/INDUSTRIE-ZONE                     ,BE,+51:10:59,+003:48:00,   8, DD4,19800101,20181028,    -,Synoptical message from GTS
 2574,114647,FOKSTUA                                 ,NO,+62:07:00,+009:16:59, 952, DD4,19230201,19680531,   22,Hans Olav Hygen                                   
 2574,114650,FOKSTUGU                                ,NO,+62:06:51,+009:17:13, 972, DD4,19680601,20190430,   22,Hans Olav Hygen                                   
 2575,113560,KONGSBERG II/III                        ,NO,+59:39:47,+009:38:53, 171, DD4,19560110,19790930,   22,Hans Olav Hygen                                   
 2575,113563,KONGSBERG IV                            ,NO,+59:39:47,+009:39:00, 168, DD4,19791001,20020903,   22,Hans Olav Hygen                                   
 2575,113566,KONGSBERG BRANNSTASJON                  ,NO,+59:37:28,+009:38:16, 170, DD4,20030219,20190430,   22,Hans Olav Hygen                                   
 2575,901473,KONGSBERG BRANNSTASJON                  ,NO,+59:37:00,+009:37:59, 173, DD4,20030617,20190430,    -,Synoptical message from GTS
 2576,113560,KONGSBERG II/III                        ,NO,+59:39:47,+009:38:53, 171, DD4,19560110,19790930,   22,Hans Olav Hygen                                   
 2576,113563,KONGSBERG IV                            ,NO,+59:39:47,+009:39:00, 168, DD4,19791001,20020903,   22,Hans Olav Hygen                                   
 2576,113566,KONGSBERG BRANNSTASJON                  ,NO,+59:37:28,+009:38:16, 170, DD4,20030219,20190430,   22,Hans Olav Hygen                                   
 2576,901473,KONGSBERG BRANNSTASJON                  ,NO,+59:37:00,+009:37:59, 173, DD4,20030617,20190430,    -,Synoptical message from GTS
 2578,113545,NESBYEN II                              ,NO,+60:34:00,+009:07:59, 165, DD4,19560101,19761031,   22,Hans Olav Hygen                                   
 2578,113554,NESBYEN-SKOGLUND                        ,NO,+60:34:06,+009:07:18, 167, DD4,19770101,20040120,   22,Hans Olav Hygen                                   
 2578,113557,NESBYEN-TODOKK                          ,NO,+60:34:01,+009:08:00, 166, DD4,20031121,20190430,   22,Hans Olav Hygen                                   
 2578,901372,NESBYEN-SKOGLUND                        ,NO,+60:34:00,+009:07:59, 167, DD4,19800101,20160522,    -,Synoptical message from GTS
 2579,114686,ROROS AIRPORT                           ,NO,+62:34:37,+011:21:06, 625, DD4,20010911,20190430,   22,Hans Olav Hygen                                   
 2579,114689,ROROS                                   ,NO,+62:34:01,+011:23:00, 628, DD4,19540101,20030831,   22,Hans Olav Hygen                                   
 2579,901288,ROROS AP                                ,NO,+62:34:00,+011:22:59, 630, DD4,19800101,20190430,    -,Synoptical message from GTS
 2581,114713,ONA                                     ,NO,+62:52:00,+006:33:00,  11, DD4,19510101,19630331,   22,Hans Olav Hygen                                   
 2581,114716,ONA HUSOY                               ,NO,+62:52:00,+006:31:59,   8, DD4,19630501,19780630,   22,Hans Olav Hygen                                   
 2581,114719,ONA II                                  ,NO,+62:51:34,+006:32:21,  13, DD4,19780901,20190430,   22,Hans Olav Hygen                                   
 2581,901212,ONA II                                  ,NO,+62:52:00,+006:31:59,  15, DD4,19800101,20190430,    -,Synoptical message from GTS
 2582,114713,ONA                                     ,NO,+62:52:00,+006:33:00,  11, DD4,19510101,19630331,   22,Hans Olav Hygen                                   
 2582,114716,ONA HUSOY                               ,NO,+62:52:00,+006:31:59,   8, DD4,19630501,19780630,   22,Hans Olav Hygen                                   
 2582,114719,ONA II                                  ,NO,+62:51:34,+006:32:21,  13, DD4,19780901,20190430,   22,Hans Olav Hygen                                   
 2582,901212,ONA II                                  ,NO,+62:52:00,+006:31:59,  15, DD4,19800101,20190430,    -,Synoptical message from GTS
 2584,114737,BREKKE SLUSE                            ,NO,+59:08:52,+011:33:34, 114, DD4,19570101,19650531,   22,Hans Olav Hygen                                   
 2587,114740,RADE - TOMB                             ,NO,+59:19:00,+010:49:00,  14, DD4,19570101,19611031,   22,Hans Olav Hygen                                   
 2589,114743,RYGGE                                   ,NO,+58:22:59,+010:47:17,  40, DD4,19550301,20190430,   22,Hans Olav Hygen                                   
 2590,114746,SARPSBORG                               ,NO,+59:17:08,+011:06:52,  57, DD4,19911201,20190430,   22,Hans Olav Hygen                                   
 2590,901493,SARPSBORG                               ,NO,+59:16:59,+011:07:00,  57, DD4,20060127,20190430,    -,Synoptical message from GTS
 2594,113536,ASKER                                   ,NO,+59:51:21,+010:26:12, 163, DD4,19570101,20120630,   22,Hans Olav Hygen                                   
 2594,901486,ASKER                                   ,NO,+59:51:00,+010:25:59, 163, DD4,20060127,20130429,    -,Synoptical message from GTS
 2600,114749,TRYVASSHOGDA                            ,NO,+59:59:04,+010:40:09, 514, DD4,19430101,20190430,   22,Hans Olav Hygen                                   
 2603,114752,DREVSJO                                 ,NO,+61:53:13,+012:02:53, 672, DD4,19570101,20190430,   22,Hans Olav Hygen                                   
 2603,160834,FLOTNINGEN                              ,SE,+61:51:00,+012:16:12, 670, DD4,19691201,19860306,   56,Marcus Flarup                                     
 2603,901393,DREVSJO                                 ,NO,+61:52:59,+012:03:00, 674, DD4,19800101,20190430,    -,Synoptical message from GTS
 2605,114755,KISE PA HEDMARK                         ,NO,+60:46:50,+010:48:42, 128, DD4,19570101,20130807,   22,Hans Olav Hygen                                   
 2611,114758,ABJORSBRATEN                            ,NO,+60:55:05,+009:17:25, 639, DD4,20120901,20171231,   22,Hans Olav Hygen                                   
 2620,114761,OSTRE TOTEN - APELSVOLL                 ,NO,+60:42:00,+010:52:00, 264, DD4,19570101,20130630,   22,Hans Olav Hygen                                   
 2622,114764,VAGA - KLONES                           ,NO,+61:51:46,+009:05:00, 371, DD4,19570101,19761231,   22,Hans Olav Hygen                                   
 2627,113539,GULSVIK II                              ,NO,+60:22:58,+009:36:24, 142, DD4,20071212,20190430,   22,Hans Olav Hygen                                   
 2627,901376,GULSVIK II                              ,NO,+60:22:59,+009:36:00, 142, DD4,20090609,20190430,    -,Synoptical message from GTS
 2638,114770,GVARV                                   ,NO,+59:22:59,+009:10:59,  26, DD4,19190701,19890731,   22,Hans Olav Hygen                                   
 2639,114773,GVARV - LINDEM                          ,NO,+59:23:12,+009:12:06,  71, DD4,19890801,19940731,   22,Hans Olav Hygen                                   
 2639,114776,GVARV - NES                             ,NO,+59:22:59,+009:12:05,  93, DD4,20020501,20190430,   22,Hans Olav Hygen                                   
 2639,901470,GVARV                                   ,NO,+59:22:59,+009:12:00,  93, DD4,19800101,20190430,    -,Synoptical message from GTS
 2640,114773,GVARV - LINDEM                          ,NO,+59:23:12,+009:12:06,  71, DD4,19890801,19940731,   22,Hans Olav Hygen                                   
 2640,114776,GVARV - NES                             ,NO,+59:22:59,+009:12:05,  93, DD4,20020501,20190430,   22,Hans Olav Hygen                                   
 2640,901470,GVARV                                   ,NO,+59:22:59,+009:12:00,  93, DD4,19800101,20190430,    -,Synoptical message from GTS
 2656,114779,KJEVIK                                  ,NO,+58:12:01,+008:04:05,  12, DD4,19460101,20190430,   22,Hans Olav Hygen                                   
 2656,901452,KRISTIANSAND/KJEVIK                     ,NO,+58:12:00,+008:04:59,  17, DD4,19800101,20190430,    -,Synoptical message from GTS
 2669,114782,OBRESTAD FYR                            ,NO,+58:39:33,+005:33:19,  24, DD4,19540101,20190430,   22,Hans Olav Hygen                                   
 2669,901412,OBRESTAD                                ,NO,+58:39:00,+005:34:00,  26, DD4,19800101,20190430,    -,Synoptical message from GTS
 2671,114785,STAVANGER - VALAND                      ,NO,+58:57:25,+005:43:48,  72, DD4,19540101,19880131,   22,Hans Olav Hygen                                   
 2677,114788,FET I EIDFJORD                          ,NO,+60:24:30,+007:16:46, 735, DD4,20050704,20190430,   22,Hans Olav Hygen                                   
 2677,901340,FET I EIDFJORD                          ,NO,+60:25:00,+007:16:59, 735, DD4,20061125,20190430,    -,Synoptical message from GTS
 2685,114794,SLATTEROY FYR                           ,NO,+59:54:29,+005:04:05,  25, DD4,19540101,20190430,   22,Hans Olav Hygen                                   
 2685,901406,SLATTEROY LH                            ,NO,+59:55:00,+005:04:00,  26, DD4,19800101,20190430,    -,Synoptical message from GTS
 2711,114797,SUNNDALSORA III                         ,NO,+62:40:30,+008:33:32,   6, DD4,20090901,20190121,   22,Hans Olav Hygen                                   
 2719,114800,SONGLI                                  ,NO,+63:19:48,+009:38:42, 300, DD4,19710801,19761231,   22,Hans Olav Hygen                                   
 2720,114803,TRONDHEIM - VOLL                        ,NO,+63:24:38,+010:27:12, 127, DD4,19310101,20190430,   22,Hans Olav Hygen                                   
 2720,901257,TRONDHEIM/VOLL                          ,NO,+63:25:00,+010:27:00, 127, DD4,20060127,20190430,    -,Synoptical message from GTS
 2725,114806,NAMDALSEID                              ,NO,+64:15:02,+011:12:01,  86, DD4,19820801,20001130,   22,Hans Olav Hygen                                   
 2726,114809,NAMSSKOGAN                              ,NO,+64:44:31,+012:50:45, 140, DD4,20061120,20190430,   22,Hans Olav Hygen                                   
 2726,901281,NAMSSKOGAN                              ,NO,+64:43:59,+012:51:00, 140, DD4,20080125,20190430,    -,Synoptical message from GTS
 2727,114812,NORDOYAN FYR                            ,NO,+64:47:52,+010:32:57,  33, DD4,20090901,20190430,   22,Hans Olav Hygen                                   
 2727,901262,NORDOYAN LH                             ,NO,+64:48:00,+010:33:00,  33, DD4,19800101,20190430,    -,Synoptical message from GTS
 2733,114635,BODOE VI                                ,NO,+67:16:01,+014:21:32,  11, DD4,19540101,20190430,   22,Hans Olav Hygen                                   
 2733,114815,BODOE - VAGONES                         ,NO,+67:16:59,+014:28:00,  33, DD4,20020501,20051031,   22,Hans Olav Hygen                                   
 2733,901152,BODO VI                                 ,NO,+67:16:00,+014:22:00,  13, DD4,19800101,20190430,    -,Synoptical message from GTS
 2745,114818,DIVIDALEN                               ,NO,+68:46:41,+019:42:36, 228, DD4,19570101,20090819,   22,Hans Olav Hygen                                   
 2745,901198,DIVIDALEN II                            ,NO,+68:46:59,+019:42:00, 204, DD4,20100419,20130430,    -,Synoptical message from GTS
 2749,114821,STORSTEINNES I BALSFJORD                ,NO,+69:14:49,+019:13:51,  27, DD4,19631201,19650331,   22,Hans Olav Hygen                                   
 2750,114824,TORSVAG FYR                             ,NO,+70:14:44,+019:30:02,  21, DD4,20090901,20190430,   22,Hans Olav Hygen                                   
 2750,901033,TORSVAG LH                              ,NO,+70:15:00,+019:30:00,  24, DD4,19800101,20190430,    -,Synoptical message from GTS
 2751,114827,CUOVDDATMOHKKI                          ,NO,+69:22:00,+024:25:59, 286, DD4,19660801,20190430,   22,Hans Olav Hygen                                   
 2751,901057,CUOVDDATMOHKKI                          ,NO,+69:21:59,+024:25:59, 286, DD4,19800101,20190430,    -,Synoptical message from GTS
 2752,114830,KAUTOKEINO                              ,NO,+68:59:48,+023:02:00, 307, DD4,19540101,20190430,   22,Hans Olav Hygen                                   
 2752,114833,KAUTOKEINO II                           ,NO,+69:01:00,+023:02:02, 330, DD4,19701101,19960131,   22,Hans Olav Hygen                                   
 2752,901047,KAUTOKEINO                              ,NO,+69:00:00,+023:01:59, 307, DD4,19800101,20190430,    -,Synoptical message from GTS
 2753,114830,KAUTOKEINO                              ,NO,+68:59:48,+023:02:00, 307, DD4,19540101,20190430,   22,Hans Olav Hygen                                   
 2753,114833,KAUTOKEINO II                           ,NO,+69:01:00,+023:02:02, 330, DD4,19701101,19960131,   22,Hans Olav Hygen                                   
 2753,901047,KAUTOKEINO                              ,NO,+69:00:00,+023:01:59, 307, DD4,19800101,20190430,    -,Synoptical message from GTS
 2754,114836,MAKKAUR FYR                             ,NO,+70:42:02,+030:04:05,   9, DD4,19540101,20190430,   22,Hans Olav Hygen                                   
 2754,901092,MAKKAUR LH                              ,NO,+70:42:00,+030:04:59,   9, DD4,19800101,20190430,    -,Synoptical message from GTS
 2755,114839,ISFJORD RADIO                           ,NO,+78:04:00,+013:37:59,   7, DD4,19560101,19760630,   22,Hans Olav Hygen                                   
 2756,114842,SVEAGRUVA                               ,NO,+77:52:59,+016:43:00,   9, DD4,19780501,20190430,   22,Hans Olav Hygen                                   
 2757,114845,MIKE                                    ,NO,+66:00:00,+002:00:00,   6, DD4,20090901,20091128,   22,Hans Olav Hygen                                   
 2942,147433,DANMARKSHAVN                            ,GL,+76:46:12,-018:40:12,  12, DD4,19580101,20171231,   45,Claus Kern-Hansen                                 
 2942,904320,DANMARKSHAVN                            ,GL,+76:46:00,-018:40:00,  12, DD4,19800101,20190430,    -,Synoptical message from GTS
 2969,119896,BARCELONA/AEROPUERTO                    ,ES,+41:17:34,+002:04:11,   4, DD5,19610101,20190430,   31,Antonio Mestre Barcelo                            
 2969,156173,EL PRAT DE LLOBREGAT                    ,ES,+41:20:25,+002:04:49,   8, DD6,20110323,20181231,   63,Marc Prohom                                       
 2969,908181,BARCELONA/AEROPUERTO                    ,ES,+41:16:59,+002:04:00,   6, DD4,19800101,20190430,    -,Synoptical message from GTS
 2970,120202,LANZAROTE/AEROPUERTO                    ,ES,+28:57:06,-013:36:01,  14, DD5,19721101,20190430,   31,Antonio Mestre Barcelo                            
 2970,960040,LANZAROTE/AEROPUERTO                    ,ES,+28:57:00,-013:36:00,  21, DD4,19800320,20190430,    -,Synoptical message from GTS
 3167,113505,D15-FA-1                                ,NL,+54:19:32,+002:56:08,  43, DD1,20090316,20190430,   19,Ge Verver                                         
 3167,906201,D15-FA-1                                ,NL,+54:19:00,+002:55:59,  36, DD4,20090609,20190430,    -,Synoptical message from GTS
 3168,113506,K14-FA-1C                               ,NL,+53:16:09,+003:37:40,  42, DD1,20080913,20190430,   19,Ge Verver                                         
 3168,906204,K14-FA-1C                               ,NL,+53:16:00,+003:37:59,  27, DD4,20061201,20190430,    -,Synoptical message from GTS
 3169,113507,A12-CPP                                 ,NL,+55:23:57,+003:48:37,  48, DD1,20090327,20190402,   19,Ge Verver                                         
 3169,906205,A12-CPP                                 ,NL,+55:25:00,+003:49:00,  33, DD4,20090609,20190430,    -,Synoptical message from GTS
 3170,113508,F16-A                                   ,NL,+54:07:00,+004:00:43,  43, DD1,20061207,20190430,   19,Ge Verver                                         
 3170,906206,F16-A                                   ,NL,+54:07:00,+004:01:00,  28, DD4,20061128,20190430,    -,Synoptical message from GTS
 3171,113509,L9-FF-1                                 ,NL,+53:36:51,+004:57:37,   0, DD1,20080913,20190430,   19,Ge Verver                                         
 3172,113510,AWG-1                                   ,NL,+53:29:30,+005:56:30,  41, DD1,20080913,20190430,   19,Ge Verver                                         
 3172,906208,AWG-1                                   ,NL,+53:30:00,+005:57:00,  27, DD4,20061203,20190430,    -,Synoptical message from GTS
 3173,113511,IJMOND                                  ,NL,+52:27:48,+004:31:03,   0, DD1,20010201,20190430,   19,Ge Verver                                         
 3173,113514,IJMUIDEN                                ,NL,+52:27:43,+004:33:18,   4, DD1,19710101,20190430,   19,Ge Verver                                         
 3173,906209,IJMOND                                  ,NL,+52:28:00,+004:31:00,   0, DD4,20010406,20190430,    -,Synoptical message from GTS
 3173,906225,IJMUIDEN                                ,NL,+52:28:00,+004:34:00,   4, DD4,19800101,20190430,    -,Synoptical message from GTS
 3174,113512,J6-A                                    ,NL,+53:49:27,+002:56:43,  46, DD1,20090327,20190430,   19,Ge Verver                                         
 3174,906211,J6-A                                    ,NL,+53:49:00,+002:57:00,  34, DD4,20090609,20190430,    -,Synoptical message from GTS
 3175,113513,HOORN-A                                 ,NL,+52:55:05,+004:09:01,  51, DD1,20090316,20190430,   19,Ge Verver                                         
 3175,906212,HOORN-A                                 ,NL,+52:55:00,+004:09:00,  41, DD4,20090609,20190430,    -,Synoptical message from GTS
 3176,113511,IJMOND                                  ,NL,+52:27:48,+004:31:03,   0, DD1,20010201,20190430,   19,Ge Verver                                         
 3176,113514,IJMUIDEN                                ,NL,+52:27:43,+004:33:18,   4, DD1,19710101,20190430,   19,Ge Verver                                         
 3176,906209,IJMOND                                  ,NL,+52:28:00,+004:31:00,   0, DD4,20010406,20190430,    -,Synoptical message from GTS
 3176,906225,IJMUIDEN                                ,NL,+52:28:00,+004:34:00,   4, DD4,19800101,20190430,    -,Synoptical message from GTS
 3177,113515,TEXELHORS_MM                            ,NL,+52:59:42,+004:43:12,   1, DD1,19710101,20190430,   19,Ge Verver                                         
 3177,113572,DE KOOY                                 ,NL,+52:55:36,+004:46:51,   1, DD1,19060101,20190430,   19,Ge Verver                                         
 3177,115804,DEN HELDER                              ,NL,+52:57:41,+004:44:49,   4, DD1,19060101,19720731,   19,Ge Verver                                         
 3177,906229,TEXELHORS WP                            ,NL,+53:00:00,+004:43:00,   0, DD4,19951112,20190430,    -,Synoptical message from GTS
 3177,906235,DE KOOIJ                                ,NL,+52:55:59,+004:46:59,   2, DD4,19800101,20190430,    -,Synoptical message from GTS
 3178,113516,WIJDENES                                ,NL,+52:37:57,+005:10:24,   1, DD1,19940811,20190430,   19,Ge Verver                                         
 3178,906248,WIJDENES                                ,NL,+52:37:59,+005:10:00,   4, DD4,19960929,20190430,    -,Synoptical message from GTS
 3179,113517,K13                                     ,NL,+53:13:04,+003:13:13,  38, DD1,19960701,20190430,   19,Ge Verver                                         
 3179,906252,K13-A                                   ,NL,+53:13:00,+003:13:00,  38, DD4,19960928,20190430,    -,Synoptical message from GTS
 3180,113518,HOUTRIBDIJK                             ,NL,+52:38:53,+005:24:02,   7, DD1,20060201,20190430,   19,Ge Verver                                         
 3180,906258,HOUTRIBDIJK                             ,NL,+52:39:00,+005:24:00,   7, DD4,20070223,20190430,    -,Synoptical message from GTS
 3181,113519,HUIBERTGAT                              ,NL,+53:34:26,+006:23:53,   0, DD1,19810101,20190430,   19,Ge Verver                                         
 3181,906285,HUIBERTGAT WP                           ,NL,+53:34:00,+006:24:00,   0, DD4,19951205,20190430,    -,Synoptical message from GTS
 3182,113520,CADZAND                                 ,NL,+51:22:50,+003:22:50,   1, DD1,19720101,20190430,   19,Ge Verver                                         
 3182,906308,CADZAND WP                              ,NL,+51:22:59,+003:22:59,   7, DD4,19960701,20190430,    -,Synoptical message from GTS
 3183,113521,HOOFDPLAAT                              ,NL,+51:22:41,+003:40:19,   0, DD1,19970201,20160131,   19,Ge Verver                                         
 3183,113626,VLISSINGEN                              ,NL,+51:26:29,+003:35:44,   8, DD1,19080401,20190430,   19,Ge Verver                                         
 3183,906310,VLISSINGEN                              ,NL,+51:27:00,+003:36:00,  10, DD4,19800101,20190430,    -,Synoptical message from GTS
 3183,906311,HOOFDPLAAT                              ,NL,+51:22:59,+003:40:00,   0, DD4,19980324,20160131,    -,Synoptical message from GTS
 3184,113522,OOSTERSCHELDE                           ,NL,+51:46:00,+003:37:18,   0, DD1,19820108,20190430,   19,Ge Verver                                         
 3184,906312,OOSTERSCHELDE WP                        ,NL,+51:46:00,+003:37:00,   0, DD4,19960701,20190430,    -,Synoptical message from GTS
 3185,113523,VLAKTE_V.D._RAAN                        ,NL,+51:30:12,+003:14:30,   0, DD1,19970201,20190430,   19,Ge Verver                                         
 3185,906313,VLAKTE VAN RAAN                         ,NL,+51:30:00,+003:15:00,   0, DD4,19980324,20190430,    -,Synoptical message from GTS
 3186,113524,HANSWEERT                               ,NL,+51:26:44,+003:59:51,   0, DD1,19970201,20190430,   19,Ge Verver                                         
 3186,113529,THOLEN                                  ,NL,+51:30:24,+004:07:04,   0, DD1,19810416,20190430,   19,Ge Verver                                         
 3186,113632,WILHELMINADORP                          ,NL,+51:31:32,+003:53:00,   2, DD1,19891105,20190430,   19,Ge Verver                                         
 3186,906315,HANSWEERT                               ,NL,+51:25:59,+004:01:00,   0, DD4,19980324,20190430,    -,Synoptical message from GTS
 3187,113525,SCHAAR                                  ,NL,+51:39:21,+003:41:39,   0, DD1,19830101,20190430,   19,Ge Verver                                         
 3187,906316,OOSTERSCHELDE 4                         ,NL,+51:39:00,+003:42:00,   0, DD4,19960702,20190430,    -,Synoptical message from GTS
 3188,113526,LICHTEILAND_GOEREE                      ,NL,+51:55:32,+003:40:12,  23, DD1,19810101,20190430,   19,Ge Verver                                         
 3188,906320,LICHTEILAND GOEREE                      ,NL,+51:55:59,+003:40:00,  23, DD4,19800101,20190430,    -,Synoptical message from GTS
 3189,113527,EUROPLATFORM                            ,NL,+51:59:52,+003:16:30,  19, DD1,19960701,20190430,   19,Ge Verver                                         
 3189,906321,EURO PLATFORM                           ,NL,+52:00:00,+003:16:59,  19, DD4,19960928,20190430,    -,Synoptical message from GTS
 3190,113528,STAVENISSE-1                            ,NL,+51:35:47,+004:00:21,   0, DD1,19971001,20190430,   19,Ge Verver                                         
 3190,113632,WILHELMINADORP                          ,NL,+51:31:32,+003:53:00,   2, DD1,19891105,20190430,   19,Ge Verver                                         
 3190,906324,STAVENISSE                              ,NL,+51:36:00,+004:00:00,   0, DD4,19980825,20190430,    -,Synoptical message from GTS
 3191,113524,HANSWEERT                               ,NL,+51:26:44,+003:59:51,   0, DD1,19970201,20190430,   19,Ge Verver                                         
 3191,113529,THOLEN                                  ,NL,+51:30:24,+004:07:04,   0, DD1,19810416,20190430,   19,Ge Verver                                         
 3191,906331,MAROLLEGAT                              ,NL,+51:28:59,+004:12:00,   0, DD4,19960702,20190430,    -,Synoptical message from GTS
 3192,113530,ROTTERDAM-GEULHAVEN                     ,NL,+51:53:30,+004:18:45,   4, DD1,19911101,20190430,   19,Ge Verver                                         
