EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 DD   : Wind direction in degrees
30-34 Q_DD : quality code for DD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station CORDOBA AEROPUERTO, SPAIN (STAID: 337)
Blended and updated with sources:20049 908410 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   DD, Q_DD
   337, 20049,19710411,   60,    0
   337, 20049,19710412,  230,    0
   337, 20049,19710413,  250,    0
   337, 20049,19710414,  270,    0
   337, 20049,19710415,   50,    0
   337, 20049,19710416,  230,    0
   337, 20049,19710417,   60,    0
   337, 20049,19710418,  230,    0
   337, 20049,19710419,  250,    0
   337, 20049,19710420,  230,    0
   337, 20049,19710421,  230,    0
   337, 20049,19710422,  110,    0
   337, 20049,19710423,  240,    0
   337, 20049,19710424,  240,    0
   337, 20049,19710425,  230,    0
   337, 20049,19710426,  230,    0
   337, 20049,19710427,  240,    0
   337, 20049,19710428,  230,    0
   337, 20049,19710429,  160,    0
   337, 20049,19710430,  200,    0
   337, 20049,19710501,  260,    0
   337, 20049,19710502,  240,    0
   337, 20049,19710503,  240,    0
   337, 20049,19710504,  260,    0
   337, 20049,19710505,  250,    0
   337, 20049,19710506,   80,    0
   337, 20049,19710507,  260,    0
   337, 20049,19710508,  250,    0
   337, 20049,19710509,  230,    0
   337, 20049,19710510,  300,    0
   337, 20049,19710511,   10,    0
   337, 20049,19710512,  220,    0
   337, 20049,19710513,  240,    0
   337, 20049,19710514,  260,    0
   337, 20049,19710515,  210,    0
   337, 20049,19710516,  230,    0
   337, 20049,19710517,  230,    0
   337, 20049,19710518,  250,    0
   337, 20049,19710519,  220,    0
   337, 20049,19710520,  230,    1
   337, 20049,19710521,  230,    1
   337, 20049,19710522,  230,    1
   337, 20049,19710523,  230,    1
   337, 20049,19710524,  230,    1
   337, 20049,19710525,  230,    1
   337, 20049,19710526,  260,    0
   337, 20049,19710527,  280,    0
   337, 20049,19710528,  250,    0
   337, 20049,19710529,  230,    0
   337, 20049,19710530,    0,    0
   337, 20049,19710531,  230,    0
   337, 20049,19710601,  250,    0
   337, 20049,19710602,  240,    0
   337, 20049,19710603,  230,    0
   337, 20049,19710604,  230,    0
   337, 20049,19710605,  230,    0
   337, 20049,19710606,  240,    0
   337, 20049,19710607,  230,    0
   337, 20049,19710608,  230,    0
   337, 20049,19710609,  250,    0
   337, 20049,19710610,  250,    0
   337, 20049,19710611,  320,    0
   337, 20049,19710612,  230,    0
   337, 20049,19710613,  230,    0
   337, 20049,19710614,  250,    0
   337, 20049,19710615,  310,    0
   337, 20049,19710616,  200,    0
   337, 20049,19710617,  180,    0
   337, 20049,19710618,   50,    0
   337, 20049,19710619,   50,    0
   337, 20049,19710620,  230,    0
   337, 20049,19710621,  200,    0
   337, 20049,19710622,  280,    0
   337, 20049,19710623,  230,    0
   337, 20049,19710624,  250,    0
   337, 20049,19710625,  270,    0
   337, 20049,19710626,  230,    0
   337, 20049,19710627,  120,    0
   337, 20049,19710628,   50,    0
   337, 20049,19710629,  270,    0
   337, 20049,19710630,  320,    0
   337, 20049,19710701,  240,    0
   337, 20049,19710702,  240,    0
   337, 20049,19710703,  230,    0
   337, 20049,19710704,  230,    0
   337, 20049,19710705,  210,    0
   337, 20049,19710706,  250,    0
   337, 20049,19710707,  230,    0
   337, 20049,19710708,  110,    0
   337, 20049,19710709,   50,    0
   337, 20049,19710710,  230,    0
   337, 20049,19710711,  230,    0
   337, 20049,19710712,  240,    0
   337, 20049,19710713,  230,    0
   337, 20049,19710714,  220,    0
   337, 20049,19710715,  250,    0
   337, 20049,19710716,  230,    0
   337, 20049,19710717,  230,    0
   337, 20049,19710718,  250,    0
   337, 20049,19710719,  240,    0
   337, 20049,19710720,  230,    0
   337, 20049,19710721,  240,    0
   337, 20049,19710722,  240,    0
   337, 20049,19710723,  240,    0
   337, 20049,19710724,  240,    0
   337, 20049,19710725,  230,    0
   337, 20049,19710726,  270,    0
   337, 20049,19710727,  250,    0
   337, 20049,19710728,  180,    0
   337, 20049,19710729,  130,    0
   337, 20049,19710730,  280,    0
   337, 20049,19710731,  240,    0
   337, 20049,19710801,  230,    0
   337, 20049,19710802,  260,    0
   337, 20049,19710803,  230,    0
   337, 20049,19710804,  240,    0
   337, 20049,19710805,  250,    0
   337, 20049,19710806,  240,    0
   337, 20049,19710807,   50,    0
   337, 20049,19710808,   40,    0
   337, 20049,19710809,  240,    0
   337, 20049,19710810,  230,    0
   337, 20049,19710811,  240,    0
   337, 20049,19710812,  230,    0
   337, 20049,19710813,  280,    0
   337, 20049,19710814,  230,    0
   337, 20049,19710815,  250,    0
   337, 20049,19710816,  230,    0
   337, 20049,19710817,  250,    0
   337, 20049,19710818,  260,    0
   337, 20049,19710819,  270,    0
   337, 20049,19710820,   60,    0
   337, 20049,19710821,  270,    0
   337, 20049,19710822,  260,    0
   337, 20049,19710823,  260,    0
   337, 20049,19710824,  300,    0
   337, 20049,19710825,  270,    0
   337, 20049,19710826,  230,    0
   337, 20049,19710827,   10,    0
   337, 20049,19710828,   30,    0
   337, 20049,19710829,   90,    0
   337, 20049,19710830,  240,    0
   337, 20049,19710831,  260,    0
   337, 20049,19710901,  160,    0
   337, 20049,19710902,  300,    0
   337, 20049,19710903,  260,    0
   337, 20049,19710904,  240,    0
   337, 20049,19710905,  230,    0
   337, 20049,19710906,  250,    0
   337, 20049,19710907,  240,    0
   337, 20049,19710908,  270,    0
   337, 20049,19710909,  230,    0
   337, 20049,19710910,  240,    0
   337, 20049,19710911,  290,    0
   337, 20049,19710912,  270,    0
   337, 20049,19710913,  290,    0
   337, 20049,19710914,  270,    0
   337, 20049,19710915,  120,    0
   337, 20049,19710916,  270,    0
   337, 20049,19710917,    0,    0
   337, 20049,19710918,  290,    0
   337, 20049,19710919,  270,    0
   337, 20049,19710920,  250,    0
   337, 20049,19710921,  290,    0
   337, 20049,19710922,  130,    0
   337, 20049,19710923,  340,    0
   337, 20049,19710924,  270,    0
   337, 20049,19710925,  270,    0
   337, 20049,19710926,  230,    0
   337, 20049,19710927,  270,    0
   337, 20049,19710928,  280,    0
   337, 20049,19710929,   10,    0
   337, 20049,19710930,  270,    0
   337, 20049,19711001,  280,    0
   337, 20049,19711002,  270,    0
   337, 20049,19711003,  200,    0
   337, 20049,19711004,  230,    0
   337, 20049,19711005,   50,    0
   337, 20049,19711006,   60,    0
   337, 20049,19711007,   70,    0
   337, 20049,19711008,  250,    0
   337, 20049,19711009,  250,    0
   337, 20049,19711010,  270,    0
   337, 20049,19711011,    0,    0
   337, 20049,19711012,   50,    0
   337, 20049,19711013,   50,    0
   337, 20049,19711014,  280,    0
   337, 20049,19711015,  290,    0
   337, 20049,19711016,    0,    0
   337, 20049,19711017,  320,    0
   337, 20049,19711018,   50,    0
   337, 20049,19711019,   70,    0
   337, 20049,19711020,   60,    0
   337, 20049,19711021,   90,    0
   337, 20049,19711022,   80,    0
   337, 20049,19711023,   80,    0
   337, 20049,19711024,   60,    0
   337, 20049,19711025,   10,    0
   337, 20049,19711026,  270,    0
   337, 20049,19711027,   90,    0
   337, 20049,19711028,   50,    0
   337, 20049,19711029,   50,    0
   337, 20049,19711030,  120,    0
   337, 20049,19711031,  150,    0
   337, 20049,19711101,   70,    0
   337, 20049,19711102,   50,    0
   337, 20049,19711103,   80,    0
   337, 20049,19711104,  100,    0
   337, 20049,19711105,  320,    0
   337, 20049,19711106,  300,    0
   337, 20049,19711107,   50,    0
   337, 20049,19711108,  250,    0
   337, 20049,19711109,   30,    0
   337, 20049,19711110,   20,    0
   337, 20049,19711111,  130,    0
   337, 20049,19711112,   90,    0
   337, 20049,19711113,    0,    0
   337, 20049,19711114,   90,    0
   337, 20049,19711115,   50,    0
   337, 20049,19711116,   90,    0
   337, 20049,19711117,  100,    0
   337, 20049,19711118,   90,    0
   337, 20049,19711119,    0,    0
   337, 20049,19711120,   50,    0
   337, 20049,19711121,  340,    0
   337, 20049,19711122,  250,    0
   337, 20049,19711123,   40,    0
   337, 20049,19711124,  230,    0
   337, 20049,19711125,   70,    0
   337, 20049,19711126,   60,    0
   337, 20049,19711127,    0,    0
   337, 20049,19711128,  310,    0
   337, 20049,19711129,  240,    0
   337, 20049,19711130,  280,    0
   337, 20049,19711201,  280,    0
   337, 20049,19711202,  270,    0
   337, 20049,19711203,  280,    0
   337, 20049,19711204,   80,    0
   337, 20049,19711205,   70,    0
   337, 20049,19711206,  340,    0
   337, 20049,19711207,   70,    0
   337, 20049,19711208,   80,    0
   337, 20049,19711209,   50,    0
   337, 20049,19711210,   90,    0
   337, 20049,19711211,   80,    0
   337, 20049,19711212,   50,    0
   337, 20049,19711213,   50,    0
   337, 20049,19711214,   50,    0
   337, 20049,19711215,   50,    0
   337, 20049,19711216,   40,    0
   337, 20049,19711217,   90,    0
   337, 20049,19711218,   90,    0
   337, 20049,19711219,   50,    0
   337, 20049,19711220,   50,    0
   337, 20049,19711221,    0,    0
   337, 20049,19711222,    0,    0
   337, 20049,19711223,   90,    0
   337, 20049,19711224,    0,    0
   337, 20049,19711225,    0,    0
   337, 20049,19711226,   90,    0
   337, 20049,19711227,   70,    0
   337, 20049,19711228,  300,    0
   337, 20049,19711229,  240,    0
   337, 20049,19711230,  250,    0
   337, 20049,19711231,    0,    0
   337, 20049,19720101,   90,    0
   337, 20049,19720102,  270,    0
   337, 20049,19720103,   70,    0
   337, 20049,19720104,   60,    0
   337, 20049,19720105,   60,    0
   337, 20049,19720106,   70,    0
   337, 20049,19720107,  270,    0
   337, 20049,19720108,   70,    0
   337, 20049,19720109,  220,    0
   337, 20049,19720110,    0,    0
   337, 20049,19720111,  130,    0
   337, 20049,19720112,  240,    0
   337, 20049,19720113,  240,    0
   337, 20049,19720114,  130,    0
   337, 20049,19720115,    0,    0
   337, 20049,19720116,  230,    0
   337, 20049,19720117,  300,    0
   337, 20049,19720118,  300,    0
   337, 20049,19720119,  270,    0
   337, 20049,19720120,  270,    0
   337, 20049,19720121,  180,    0
   337, 20049,19720122,  350,    0
   337, 20049,19720123,   50,    0
   337, 20049,19720124,  270,    0
   337, 20049,19720125,  270,    0
   337, 20049,19720126,    0,    0
   337, 20049,19720127,  320,    0
   337, 20049,19720128,  220,    0
   337, 20049,19720129,  340,    0
   337, 20049,19720130,  230,    0
   337, 20049,19720131,   50,    0
   337, 20049,19720201,  220,    0
   337, 20049,19720202,  230,    0
   337, 20049,19720203,  230,    0
   337, 20049,19720204,  230,    0
   337, 20049,19720205,  160,    0
   337, 20049,19720206,   20,    0
   337, 20049,19720207,    0,    0
   337, 20049,19720208,  300,    0
   337, 20049,19720209,  240,    0
   337, 20049,19720210,  240,    0
   337, 20049,19720211,  240,    0
   337, 20049,19720212,  240,    0
   337, 20049,19720213,  240,    0
   337, 20049,19720214,   60,    0
   337, 20049,19720215,   90,    0
   337, 20049,19720216,  220,    0
   337, 20049,19720217,  260,    0
   337, 20049,19720218,  240,    0
   337, 20049,19720219,  240,    0
   337, 20049,19720220,  250,    0
   337, 20049,19720221,   60,    0
   337, 20049,19720222,   60,    0
   337, 20049,19720223,   70,    0
   337, 20049,19720224,  250,    0
   337, 20049,19720225,  260,    0
   337, 20049,19720226,  230,    0
   337, 20049,19720227,  240,    0
   337, 20049,19720228,   50,    0
   337, 20049,19720229,  230,    0
   337, 20049,19720301,  280,    0
   337, 20049,19720302,  220,    0
   337, 20049,19720303,  230,    0
   337, 20049,19720304,  240,    0
   337, 20049,19720305,  230,    0
   337, 20049,19720306,  250,    0
   337, 20049,19720307,  240,    0
   337, 20049,19720308,  230,    0
   337, 20049,19720309,  300,    0
   337, 20049,19720310,   80,    0
   337, 20049,19720311,  270,    0
   337, 20049,19720312,  160,    0
   337, 20049,19720313,  120,    0
   337, 20049,19720314,  130,    0
   337, 20049,19720315,  340,    0
   337, 20049,19720316,    0,    0
   337, 20049,19720317,   90,    0
   337, 20049,19720318,   50,    0
   337, 20049,19720319,  230,    0
   337, 20049,19720320,    0,    0
   337, 20049,19720321,   40,    0
   337, 20049,19720322,  150,    0
   337, 20049,19720323,  260,    0
   337, 20049,19720324,  160,    0
   337, 20049,19720325,    0,    0
   337, 20049,19720326,    0,    0
   337, 20049,19720327,   70,    0
   337, 20049,19720328,   50,    0
   337, 20049,19720329,  230,    0
   337, 20049,19720330,  230,    0
   337, 20049,19720331,  240,    0
   337, 20049,19720401,   80,    0
   337, 20049,19720402,   90,    0
   337, 20049,19720403,  250,    0
   337, 20049,19720404,  230,    0
   337, 20049,19720405,  260,    0
   337, 20049,19720406,  180,    0
   337, 20049,19720407,  230,    0
   337, 20049,19720408,  310,    0
   337, 20049,19720409,  300,    0
   337, 20049,19720410,  260,    0
   337, 20049,19720411,  270,    0
   337, 20049,19720412,  240,    0
   337, 20049,19720413,   60,    0
   337, 20049,19720414,   50,    0
   337, 20049,19720415,   60,    0
   337, 20049,19720416,   70,    0
   337, 20049,19720417,   20,    0
   337, 20049,19720418,   60,    0
   337, 20049,19720419,  360,    0
   337, 20049,19720420,   90,    0
   337, 20049,19720421,  250,    0
   337, 20049,19720422,  240,    0
   337, 20049,19720423,  130,    0
   337, 20049,19720424,   30,    0
   337, 20049,19720425,  280,    0
   337, 20049,19720426,  190,    0
   337, 20049,19720427,   90,    0
   337, 20049,19720428,   50,    0
   337, 20049,19720429,  230,    0
   337, 20049,19720430,  240,    0
   337, 20049,19720501,  210,    0
   337, 20049,19720502,  240,    0
   337, 20049,19720503,  240,    0
   337, 20049,19720504,  270,    0
   337, 20049,19720505,  250,    0
   337, 20049,19720506,  260,    0
   337, 20049,19720507,  210,    0
   337, 20049,19720508,  280,    0
   337, 20049,19720509,  230,    0
   337, 20049,19720510,    0,    0
   337, 20049,19720511,  240,    0
   337, 20049,19720512,  270,    0
   337, 20049,19720513,  230,    0
   337, 20049,19720514,  220,    0
   337, 20049,19720515,  320,    0
   337, 20049,19720516,  280,    0
   337, 20049,19720517,  230,    0
   337, 20049,19720518,  230,    0
   337, 20049,19720519,  230,    0
   337, 20049,19720520,  320,    0
   337, 20049,19720521,  300,    0
   337, 20049,19720522,  270,    0
   337, 20049,19720523,  260,    0
   337, 20049,19720524,    0,    0
   337, 20049,19720525,  320,    0
   337, 20049,19720526,  180,    0
   337, 20049,19720527,  230,    0
   337, 20049,19720528,    0,    0
   337, 20049,19720529,  230,    0
   337, 20049,19720530,  230,    0
   337, 20049,19720531,  270,    0
   337, 20049,19720601,  230,    0
   337, 20049,19720602,  260,    0
   337, 20049,19720603,  250,    0
   337, 20049,19720604,  240,    0
   337, 20049,19720605,  250,    0
   337, 20049,19720606,  250,    0
   337, 20049,19720607,  230,    0
   337, 20049,19720608,  230,    0
   337, 20049,19720609,  270,    0
   337, 20049,19720610,  290,    0
   337, 20049,19720611,  240,    0
   337, 20049,19720612,  230,    0
   337, 20049,19720613,  230,    0
   337, 20049,19720614,  240,    0
   337, 20049,19720615,  270,    0
   337, 20049,19720616,  230,    0
   337, 20049,19720617,  230,    0
   337, 20049,19720618,  240,    0
   337, 20049,19720619,  260,    0
   337, 20049,19720620,  250,    0
   337, 20049,19720621,  260,    0
   337, 20049,19720622,  260,    0
   337, 20049,19720623,  250,    0
   337, 20049,19720624,  210,    0
   337, 20049,19720625,  270,    0
   337, 20049,19720626,  260,    0
   337, 20049,19720627,  240,    0
   337, 20049,19720628,  230,    0
   337, 20049,19720629,  240,    0
   337, 20049,19720630,  230,    0
   337, 20049,19720701,  260,    0
   337, 20049,19720702,  230,    0
   337, 20049,19720703,  240,    0
   337, 20049,19720704,  270,    0
   337, 20049,19720705,  260,    0
   337, 20049,19720706,  240,    0
   337, 20049,19720707,  280,    0
   337, 20049,19720708,  250,    0
   337, 20049,19720709,  240,    0
   337, 20049,19720710,    0,    0
   337, 20049,19720711,  180,    0
   337, 20049,19720712,  230,    0
   337, 20049,19720713,  260,    0
   337, 20049,19720714,  240,    0
   337, 20049,19720715,  250,    0
   337, 20049,19720716,  260,    0
   337, 20049,19720717,  250,    0
   337, 20049,19720718,  230,    0
   337, 20049,19720719,  260,    0
   337, 20049,19720720,  240,    0
   337, 20049,19720721,  250,    0
   337, 20049,19720722,  270,    0
   337, 20049,19720723,  270,    0
   337, 20049,19720724,  260,    0
   337, 20049,19720725,  270,    0
   337, 20049,19720726,  280,    0
   337, 20049,19720727,  270,    0
   337, 20049,19720728,  260,    0
   337, 20049,19720729,  270,    0
   337, 20049,19720730,  250,    0
   337, 20049,19720731,  270,    0
   337, 20049,19720801,  270,    0
   337, 20049,19720802,  270,    0
   337, 20049,19720803,  260,    0
   337, 20049,19720804,  270,    0
   337, 20049,19720805,  220,    0
   337, 20049,19720806,  180,    0
   337, 20049,19720807,  260,    0
   337, 20049,19720808,  290,    0
   337, 20049,19720809,  340,    0
   337, 20049,19720810,  230,    0
   337, 20049,19720811,  250,    0
   337, 20049,19720812,  250,    0
   337, 20049,19720813,  270,    0
   337, 20049,19720814,  270,    0
   337, 20049,19720815,  270,    0
   337, 20049,19720816,    0,    0
   337, 20049,19720817,   50,    0
   337, 20049,19720818,   40,    0
   337, 20049,19720819,  260,    0
   337, 20049,19720820,  270,    0
   337, 20049,19720821,  300,    0
   337, 20049,19720822,  260,    0
   337, 20049,19720823,  310,    0
   337, 20049,19720824,  240,    0
   337, 20049,19720825,  270,    0
   337, 20049,19720826,  270,    0
   337, 20049,19720827,  240,    0
   337, 20049,19720828,  230,    0
   337, 20049,19720829,  230,    0
   337, 20049,19720830,  250,    0
   337, 20049,19720831,  260,    0
   337, 20049,19720901,  120,    0
   337, 20049,19720902,  270,    0
   337, 20049,19720903,  240,    0
   337, 20049,19720904,  250,    0
   337, 20049,19720905,  210,    0
   337, 20049,19720906,  360,    0
   337, 20049,19720907,    0,    0
   337, 20049,19720908,    0,    0
   337, 20049,19720909,  250,    0
   337, 20049,19720910,  250,    0
   337, 20049,19720911,  310,    0
   337, 20049,19720912,    0,    0
   337, 20049,19720913,  270,    0
   337, 20049,19720914,  270,    0
   337, 20049,19720915,   80,    0
   337, 20049,19720916,   90,    0
   337, 20049,19720917,    0,    0
   337, 20049,19720918,  270,    0
   337, 20049,19720919,  270,    0
   337, 20049,19720920,  270,    0
   337, 20049,19720921,  270,    0
   337, 20049,19720922,  110,    0
   337, 20049,19720923,  180,    0
   337, 20049,19720924,  230,    0
   337, 20049,19720925,  270,    0
   337, 20049,19720926,  140,    0
   337, 20049,19720927,  180,    0
   337, 20049,19720928,  180,    0
   337, 20049,19720929,   50,    0
   337, 20049,19720930,  270,    0
   337, 20049,19721001,  270,    0
   337, 20049,19721002,    0,    0
   337, 20049,19721003,  200,    0
   337, 20049,19721004,  210,    0
   337, 20049,19721005,  230,    0
   337, 20049,19721006,  210,    0
   337, 20049,19721007,    0,    0
   337, 20049,19721008,    0,    0
   337, 20049,19721009,    0,    0
   337, 20049,19721010,  240,    0
   337, 20049,19721011,  240,    0
   337, 20049,19721012,  230,    0
   337, 20049,19721013,  230,    0
   337, 20049,19721014,   50,    0
   337, 20049,19721015,    0,    0
   337, 20049,19721016,  100,    0
   337, 20049,19721017,   50,    0
   337, 20049,19721018,   50,    0
   337, 20049,19721019,   90,    0
   337, 20049,19721020,  210,    0
   337, 20049,19721021,  240,    0
   337, 20049,19721022,   90,    0
   337, 20049,19721023,   90,    0
   337, 20049,19721024,   50,    0
   337, 20049,19721025,   90,    0
   337, 20049,19721026,  130,    0
   337, 20049,19721027,  220,    0
   337, 20049,19721028,  360,    0
   337, 20049,19721029,   90,    0
   337, 20049,19721030,  300,    0
   337, 20049,19721031,  250,    0
   337, 20049,19721101,  230,    0
   337, 20049,19721102,    0,    0
   337, 20049,19721103,  180,    0
   337, 20049,19721104,   90,    0
   337, 20049,19721105,  120,    0
   337, 20049,19721106,   50,    0
   337, 20049,19721107,    0,    0
   337, 20049,19721108,    0,    0
   337, 20049,19721109,   50,    0
   337, 20049,19721110,   90,    0
   337, 20049,19721111,    0,    0
   337, 20049,19721112,    0,    0
   337, 20049,19721113,    0,    0
   337, 20049,19721114,    0,    0
   337, 20049,19721115,    0,    0
   337, 20049,19721116,   90,    0
   337, 20049,19721117,  230,    0
   337, 20049,19721118,  230,    0
   337, 20049,19721119,  230,    0
   337, 20049,19721120,  260,    0
   337, 20049,19721121,  230,    0
   337, 20049,19721122,   50,    0
   337, 20049,19721123,   50,    0
   337, 20049,19721124,   70,    0
   337, 20049,19721125,  110,    0
   337, 20049,19721126,  230,    0
   337, 20049,19721127,   60,    0
   337, 20049,19721128,   70,    0
   337, 20049,19721129,    0,    0
   337, 20049,19721130,  230,    0
   337, 20049,19721201,  230,    0
   337, 20049,19721202,  160,    0
   337, 20049,19721203,  230,    0
   337, 20049,19721204,    0,    0
   337, 20049,19721205,   50,    0
   337, 20049,19721206,   70,    0
   337, 20049,19721207,   60,    0
   337, 20049,19721208,  230,    0
   337, 20049,19721209,    0,    0
   337, 20049,19721210,   90,    0
   337, 20049,19721211,   90,    0
   337, 20049,19721212,   90,    0
   337, 20049,19721213,   70,    0
   337, 20049,19721214,   70,    0
   337, 20049,19721215,   90,    0
   337, 20049,19721216,   70,    0
   337, 20049,19721217,    0,    0
   337, 20049,19721218,   90,    0
   337, 20049,19721219,   90,    0
   337, 20049,19721220,    0,    0
   337, 20049,19721221,   50,    0
   337, 20049,19721222,   50,    0
   337, 20049,19721223,   90,    0
   337, 20049,19721224,   50,    0
   337, 20049,19721225,   90,    0
   337, 20049,19721226,    0,    0
   337, 20049,19721227,  230,    0
   337, 20049,19721228,  240,    0
   337, 20049,19721229,    0,    0
   337, 20049,19721230,   50,    0
   337, 20049,19721231,    0,    0
   337, 20049,19730101,   90,    0
   337, 20049,19730102,   90,    0
   337, 20049,19730103,   50,    0
   337, 20049,19730104,   90,    0
   337, 20049,19730105,   50,    0
   337, 20049,19730106,   90,    0
   337, 20049,19730107,   90,    0
   337, 20049,19730108,   90,    0
   337, 20049,19730109,   50,    0
   337, 20049,19730110,   90,    0
   337, 20049,19730111,   70,    0
   337, 20049,19730112,   90,    0
   337, 20049,19730113,  340,    0
   337, 20049,19730114,    0,    0
   337, 20049,19730115,  270,    0
   337, 20049,19730116,  230,    0
   337, 20049,19730117,  230,    0
   337, 20049,19730118,  250,    0
   337, 20049,19730119,   50,    0
   337, 20049,19730120,  230,    0
   337, 20049,19730121,  240,    0
   337, 20049,19730122,  280,    0
   337, 20049,19730123,   80,    0
   337, 20049,19730124,   70,    0
   337, 20049,19730125,   90,    0
   337, 20049,19730126,  230,    0
   337, 20049,19730127,    0,    0
   337, 20049,19730128,    0,    0
   337, 20049,19730129,   90,    0
   337, 20049,19730130,  230,    0
   337, 20049,19730131,  360,    0
   337, 20049,19730201,  250,    0
   337, 20049,19730202,   50,    0
   337, 20049,19730203,   50,    0
   337, 20049,19730204,   90,    0
   337, 20049,19730205,   80,    0
   337, 20049,19730206,   90,    0
   337, 20049,19730207,   90,    0
   337, 20049,19730208,    0,    0
   337, 20049,19730209,    0,    0
   337, 20049,19730210,   60,    0
   337, 20049,19730211,   60,    0
   337, 20049,19730212,   90,    0
   337, 20049,19730213,  270,    0
   337, 20049,19730214,  250,    0
   337, 20049,19730215,  270,    0
   337, 20049,19730216,  300,    0
   337, 20049,19730217,  230,    0
   337, 20049,19730218,   50,    0
   337, 20049,19730219,   60,    0
   337, 20049,19730220,  140,    0
   337, 20049,19730221,  130,    0
   337, 20049,19730222,  240,    0
   337, 20049,19730223,   90,    0
   337, 20049,19730224,  270,    0
   337, 20049,19730225,  250,    0
   337, 20049,19730226,  250,    0
   337, 20049,19730227,  320,    0
   337, 20049,19730228,   80,    0
   337, 20049,19730301,   60,    0
   337, 20049,19730302,    0,    0
   337, 20049,19730303,   70,    0
   337, 20049,19730304,  260,    0
   337, 20049,19730305,    0,    0
   337, 20049,19730306,  230,    0
   337, 20049,19730307,   50,    0
   337, 20049,19730308,  270,    0
   337, 20049,19730309,  230,    0
   337, 20049,19730310,  230,    0
   337, 20049,19730311,  300,    0
   337, 20049,19730312,  270,    0
   337, 20049,19730313,  270,    0
   337, 20049,19730314,  300,    0
   337, 20049,19730315,   70,    0
   337, 20049,19730316,   20,    0
   337, 20049,19730317,  180,    0
   337, 20049,19730318,  210,    0
   337, 20049,19730319,   20,    0
   337, 20049,19730320,  210,    0
   337, 20049,19730321,  230,    0
   337, 20049,19730322,   50,    0
   337, 20049,19730323,   50,    0
   337, 20049,19730324,  250,    0
   337, 20049,19730325,  260,    0
   337, 20049,19730326,  310,    0
   337, 20049,19730327,  250,    0
   337, 20049,19730328,  270,    0
   337, 20049,19730329,   70,    0
   337, 20049,19730330,  360,    0
   337, 20049,19730331,   70,    0
   337, 20049,19730401,  160,    0
   337, 20049,19730402,  230,    0
   337, 20049,19730403,   50,    0
   337, 20049,19730404,   70,    0
   337, 20049,19730405,    0,    0
   337, 20049,19730406,   90,    0
   337, 20049,19730407,  270,    0
   337, 20049,19730408,  230,    0
   337, 20049,19730409,  280,    0
   337, 20049,19730410,   50,    0
   337, 20049,19730411,   90,    0
   337, 20049,19730412,   50,    0
   337, 20049,19730413,   50,    0
   337, 20049,19730414,  210,    0
   337, 20049,19730415,  270,    0
   337, 20049,19730416,  130,    0
   337, 20049,19730417,   60,    0
   337, 20049,19730418,   50,    0
   337, 20049,19730419,  230,    0
   337, 20049,19730420,  240,    0
   337, 20049,19730421,  320,    0
   337, 20049,19730422,  220,    0
   337, 20049,19730423,  220,    0
   337, 20049,19730424,  250,    0
   337, 20049,19730425,  250,    0
   337, 20049,19730426,  270,    0
   337, 20049,19730427,  230,    0
   337, 20049,19730428,  230,    0
   337, 20049,19730429,  250,    0
   337, 20049,19730430,  260,    0
   337, 20049,19730501,  250,    0
   337, 20049,19730502,  230,    0
   337, 20049,19730503,  210,    0
   337, 20049,19730504,  230,    0
   337, 20049,19730505,  250,    0
   337, 20049,19730506,  280,    0
   337, 20049,19730507,  280,    0
   337, 20049,19730508,   70,    0
   337, 20049,19730509,  230,    1
   337, 20049,19730510,  230,    1
   337, 20049,19730511,  230,    1
   337, 20049,19730512,  230,    1
   337, 20049,19730513,  230,    1
   337, 20049,19730514,  230,    1
   337, 20049,19730515,  270,    0
   337, 20049,19730516,  230,    0
   337, 20049,19730517,  220,    0
   337, 20049,19730518,  200,    0
   337, 20049,19730519,  230,    0
   337, 20049,19730520,  230,    0
   337, 20049,19730521,  250,    0
   337, 20049,19730522,  220,    0
   337, 20049,19730523,   50,    0
   337, 20049,19730524,  270,    0
   337, 20049,19730525,  210,    0
   337, 20049,19730526,  270,    0
   337, 20049,19730527,  230,    0
   337, 20049,19730528,  230,    0
   337, 20049,19730529,  230,    0
   337, 20049,19730530,  290,    0
   337, 20049,19730531,  250,    0
   337, 20049,19730601,  240,    0
   337, 20049,19730602,    0,    0
   337, 20049,19730603,  240,    0
   337, 20049,19730604,  240,    0
   337, 20049,19730605,  250,    0
   337, 20049,19730606,  230,    0
   337, 20049,19730607,  250,    0
   337, 20049,19730608,  250,    0
   337, 20049,19730609,  240,    0
   337, 20049,19730610,  250,    0
   337, 20049,19730611,  320,    0
   337, 20049,19730612,  210,    0
   337, 20049,19730613,  180,    0
   337, 20049,19730614,  320,    0
