EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019 
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 1059,901055,FRUHOLMEN LH                            ,NO,+71:05:58,+024:00:00,  14, FX4,20000228,20190430,    -,Synoptical message from GTS
 1388,120437,IZANA                                   ,ES,+28:18:32,-016:29:57,2371, FX1,19380501,20190430,   31,Antonio Mestre Barcelo                            
 1388,960010,IZANA                                   ,ES,+28:19:00,-016:30:00,2368, FX4,20000228,20190423,    -,Synoptical message from GTS
 1389,120311,MELILLA                                 ,ES,+35:16:40,-002:57:19,  47, FX1,19670401,20190430,   31,Antonio Mestre Barcelo                            
 1389,960338,MELILLA                                 ,ES,+35:16:59,-002:57:00,  55, FX4,20000228,20190202,    -,Synoptical message from GTS
 1392,119969,SANTANDER CENTRO                        ,ES,+43:27:52,-003:49:08,  64, FX1,19610101,19970407,   31,Antonio Mestre Barcelo                            
 1392,119978,SANTANDER CMT                           ,ES,+43:29:30,-003:47:58,  52, FX1,19970409,20190430,   31,Antonio Mestre Barcelo                            
 1392,908023,SANTANDER                               ,ES,+43:28:59,-003:48:00,  59, FX4,20000228,20190426,    -,Synoptical message from GTS
 1393,120608,BILBAO AEROPUERTO                       ,ES,+43:17:53,-002:54:20,  42, FX1,19490901,20190430,   31,Antonio Mestre Barcelo                            
 1393,908025,BILBAO/AEROPUERTO                       ,ES,+43:18:00,-002:54:00,  39, FX4,20000228,20190304,    -,Synoptical message from GTS
 1394,119726,SANTIAGO DE COMPOSTELA/LABACOLLA        ,ES,+42:53:16,-008:24:38, 370, FX1,19610101,20190430,   31,Antonio Mestre Barcelo                            
 1394,908042,SANTIAGO/LABACOLLA                      ,ES,+42:54:00,-008:25:59, 367, FX4,20000228,20180323,    -,Synoptical message from GTS
 1395,120410,VIGO PEINADOR                           ,ES,+42:14:21,-008:37:26, 261, FX1,19580201,20190430,   31,Antonio Mestre Barcelo                            
 1395,908045,VIGO/PEINADOR                           ,ES,+42:13:59,-008:37:59, 256, FX4,20000228,20180311,    -,Synoptical message from GTS
 1396,120230,PONFERRADA                              ,ES,+42:33:50,-006:36:00, 534, FX1,19800714,20190430,   31,Antonio Mestre Barcelo                            
 1396,908053,PONFERRADA                              ,ES,+42:34:00,-006:36:00, 550, FX4,20000229,20170204,    -,Synoptical message from GTS
 1397,120221,LEON VIRGEN DEL CAMINO                  ,ES,+42:35:20,-005:38:57, 916, FX1,19610101,20190430,   31,Antonio Mestre Barcelo                            
 1397,908055,LEON/VIRGEN DEL CAMINO                  ,ES,+42:34:59,-005:39:00, 914, FX4,20000228,20170203,    -,Synoptical message from GTS
 1398,120185,LOGRONO-AGONCILLO                       ,ES,+42:27:07,-002:19:51, 353, FX1,19610101,20190430,   31,Antonio Mestre Barcelo                            
 1398,908084,LOGRONO/AGONCILLO                       ,ES,+42:27:00,-002:19:59, 363, FX4,20000228,20130430,    -,Synoptical message from GTS
 1399,120617,ZAMORA                                  ,ES,+41:31:00,-005:44:00, 656, FX1,19610101,20190430,   31,Antonio Mestre Barcelo                            
 1399,908130,ZAMORA                                  ,ES,+41:31:00,-005:43:59, 667, FX4,20000228,20180314,    -,Synoptical message from GTS
 1401,120527,REUS/AEROPUERTO                         ,ES,+41:08:58,+001:10:44,  71, FX1,19550701,20190430,   31,Antonio Mestre Barcelo                            
 1401,908175,REUS/AEROPUERTO                         ,ES,+41:09:00,+001:10:00,  76, FX4,20000228,20190130,    -,Synoptical message from GTS
 1404,120338,MURCIA/SAN JAVIER                       ,ES,+37:47:20,-000:48:11,   4, FX1,19500101,20120831,   31,Antonio Mestre Barcelo                            
 1404,908433,MURCIA/SAN JAVIER                       ,ES,+37:46:59,-000:48:00,   3, FX4,20000228,20181214,    -,Synoptical message from GTS
 1405,119942,JEREZ DE LA FRONTERA                    ,ES,+36:45:02,-006:03:20,  27, FX1,19740718,20190430,   31,Antonio Mestre Barcelo                            
 1405,908451,JEREZ DE LA FRONTERA AEROPUERTO         ,ES,+36:45:00,-006:04:00,  28, FX4,20000228,20180305,    -,Synoptical message from GTS
 1406,119960,TARIFA                                  ,ES,+36:00:55,-005:35:51,  32, FX1,19460228,20190430,   31,Antonio Mestre Barcelo                            
 1406,908458,TARIFA                                  ,ES,+36:01:00,-005:36:00,  25, FX4,20021129,20190430,    -,Synoptical message from GTS
 1718,116288,DUBLIN AIRPORT                          ,IE,+53:25:41,-006:14:27,  71, FX1,19440204,20190421,   17,Conor Daly                                        
 1718,903969,DUBLIN AIRPORT                          ,IE,+53:25:59,-006:15:00,  85, FX4,20000228,20190427,    -,Synoptical message from GTS
 1750,116286,JOHNSTOWN CASTLE                        ,IE,+52:17:30,-006:30:00,  49, FX1,20050101,20100601,   17,Conor Daly                                        
 1750,903956,JOHNSTOWN CASTLE                        ,IE,+52:18:00,-006:30:00,  53, FX4,20080125,20190427,    -,Synoptical message from GTS
 1756,116276,MARKREE CASTLE                          ,IE,+54:10:30,-008:27:21,  39, FX1,20070819,20171109,   17,Conor Daly                                        
 2006,115728,BROCKEN                                 ,DE,+51:48:00,+010:37:12,1142, FX1,19670101,20190430,   11,National Climate Data Center (DWD)                
 2006,910453,BROCKEN                                 ,DE,+51:48:00,+010:37:00,1153, FX4,20040101,20190430,    -,Synoptical message from GTS
 2135,116263,ROCHES POINT                            ,IE,+51:47:35,-008:14:38,  43, FX1,19551201,20040330,   17,Conor Daly                                        
 2135,116265,ROCHES POINT                            ,IE,+51:47:35,-008:14:38,  43, FX1,20040715,20190422,   17,Conor Daly                                        
 2135,903952,ROCHES POINT                            ,IE,+51:48:00,-008:15:00,  41, FX4,20000228,20190427,    -,Synoptical message from GTS
 2137,116280,ROSSLARE                                ,IE,+52:15:00,-006:19:48,  23, FX1,19561201,20080405,   17,Conor Daly                                        
 2137,903957,ROSSLARE                                ,IE,+52:15:00,-006:19:59,  23, FX4,20000228,20080407,    -,Synoptical message from GTS
 2138,116283,KILKENNY                                ,IE,+52:40:12,-007:16:12,  63, FX1,19570601,20080407,   17,Conor Daly                                        
 2139,116284,SHANNON                                 ,IE,+52:41:24,-008:55:05,   6, FX1,19450901,20190419,   17,Conor Daly                                        
 2139,903962,SHANNON AIRPORT                         ,IE,+52:42:00,-008:54:59,  20, FX4,20000228,20190427,    -,Synoptical message from GTS
 2140,116281,CLAREMORRIS                             ,IE,+53:43:12,-008:58:48,  69, FX1,19500101,20100601,   17,Conor Daly                                        
 2140,903970,CLAREMORRIS                             ,IE,+53:43:00,-008:58:59,  69, FX4,20000228,20190427,    -,Synoptical message from GTS
 2142,116279,CLONES                                  ,IE,+54:10:48,-007:13:48,  87, FX1,19510101,20080407,   17,Conor Daly                                        
 2142,903974,CLONES                                  ,IE,+54:10:59,-007:13:59,  87, FX4,20000228,20080407,    -,Synoptical message from GTS
 2143,116264,BELMULLET                               ,IE,+54:13:48,-010:00:00,   9, FX1,19560901,20100531,   17,Conor Daly                                        
 2143,903976,BELMULLET                               ,IE,+54:13:59,-010:00:00,  10, FX4,20000228,20190427,    -,Synoptical message from GTS
 2216,114732,SLETTNES FYR                            ,NO,+71:05:02,+028:13:04,   8, FX5,19961206,20190430,   22,Hans Olav Hygen                                   
 2216,901078,SLETTNES LH                             ,NO,+71:05:58,+028:13:59,  10, FX4,20000228,20190430,    -,Synoptical message from GTS
 2230,114789,BERGEN/FLESLAND                         ,NO,+60:17:21,+005:13:35,  48, FX5,19820101,20190430,   22,Hans Olav Hygen                                   
 2230,901311,BERGEN/FLESLAND                         ,NO,+60:16:59,+005:13:59,  50, FX4,20000228,20190430,    -,Synoptical message from GTS
 2230,901317,BERGEN/FLORIDA                          ,NO,+60:22:59,+005:19:59,  36, FX4,20000228,20190430,    -,Synoptical message from GTS
 2563,113600,DEELEN                                  ,NL,+52:03:18,+005:52:19,  50, FX1,19710101,20190430,   19,Ge Verver                                         
 2563,906275,DEELEN                                  ,NL,+52:03:00,+005:52:00,  47, FX4,20000228,20190430,    -,Synoptical message from GTS
 2565,113609,HOOGEVEEN                               ,NL,+52:44:56,+006:34:23,  16, FX1,19891013,20190430,   19,Ge Verver                                         
 2565,906279,HOOGEVEEN                               ,NL,+52:43:59,+006:31:00,  16, FX4,20000228,20190430,    -,Synoptical message from GTS
 2566,113651,EINDHOVEN                               ,NL,+51:26:58,+005:22:36,  23, FX1,19710101,20190430,   19,Ge Verver                                         
 2566,906370,EINDHOVEN AP                            ,NL,+51:27:00,+005:25:00,  22, FX4,20000228,20190430,    -,Synoptical message from GTS
 2569,113621,TWENTHE                                 ,NL,+52:16:23,+006:53:26,  33, FX1,19710101,20190430,   19,Ge Verver                                         
 2569,906290,TWENTE                                  ,NL,+52:16:00,+006:54:00,  34, FX4,20000228,20190430,    -,Synoptical message from GTS
 2570,113567,VALKENBURG                              ,NL,+52:10:13,+004:25:45,   0, FX1,19710101,20160502,   19,Ge Verver                                         
 2570,155394,VOORSCHOTEN                             ,NL,+52:08:22,+004:26:11,  -1, FX1,20140801,20190430,   19,Ge Verver                                         
 2570,906210,VALKENBURG                              ,NL,+52:10:00,+004:25:59,   1, FX4,20000228,20160503,    -,Synoptical message from GTS
 2571,113627,WESTDORPE                               ,NL,+51:13:28,+003:51:39,   2, FX1,19910625,20190430,   19,Ge Verver                                         
 2571,906319,WESTDORPE                               ,NL,+51:13:59,+003:52:00,   2, FX4,20000228,20190430,    -,Synoptical message from GTS
 2571,906431,GENT/INDUSTRIE-ZONE                     ,BE,+51:10:59,+003:48:00,   8, FX4,20000228,20181029,    -,Synoptical message from GTS
 2574,114648,FOKSTUGU                                ,NO,+62:06:51,+009:17:13, 972, FX5,19900710,20190430,   22,Hans Olav Hygen                                   
 2574,901238,FOKSTUGU                                ,NO,+62:07:00,+009:16:59, 974, FX4,20000228,20190430,    -,Synoptical message from GTS
 2576,113564,KONGSBERG BRANNSTASJON                  ,NO,+59:37:28,+009:38:16, 170, FX5,20030302,20181002,   22,Hans Olav Hygen                                   
 2576,901473,KONGSBERG BRANNSTASJON                  ,NO,+59:37:00,+009:37:59, 173, FX4,20030616,20181003,    -,Synoptical message from GTS
 2579,114684,ROROS AIRPORT                           ,NO,+62:34:37,+011:21:06, 625, FX5,20030725,20190430,   22,Hans Olav Hygen                                   
 2579,901288,ROROS AP                                ,NO,+62:34:00,+011:22:59, 630, FX4,20000228,20190430,    -,Synoptical message from GTS
 2589,114741,RYGGE                                   ,NO,+58:22:59,+010:47:17,  40, FX5,19820101,20190430,   22,Hans Olav Hygen                                   
 2590,114744,SARPSBORG                               ,NO,+59:17:08,+011:06:52,  57, FX5,20090605,20190430,   22,Hans Olav Hygen                                   
 2590,901493,SARPSBORG                               ,NO,+59:16:59,+011:07:00,  57, FX4,20060127,20190430,    -,Synoptical message from GTS
 2600,114747,TRYVASSHOGDA                            ,NO,+59:59:04,+010:40:09, 514, FX5,19970917,20190430,   22,Hans Olav Hygen                                   
 2603,114750,DREVSJO                                 ,NO,+61:53:13,+012:02:53, 672, FX5,20020930,20190430,   22,Hans Olav Hygen                                   
 2603,901393,DREVSJO                                 ,NO,+61:52:59,+012:03:00, 674, FX4,20000228,20190430,    -,Synoptical message from GTS
 2605,114753,KISE PA HEDMARK                         ,NO,+60:46:50,+010:48:42, 128, FX5,19970701,20130809,   22,Hans Olav Hygen                                   
 2620,114759,OSTRE TOTEN - APELSVOLL                 ,NO,+60:42:00,+010:52:00, 264, FX5,20001112,20060131,   22,Hans Olav Hygen                                   
 2627,113537,GULSVIK II                              ,NO,+60:22:58,+009:36:24, 142, FX5,20071213,20190430,   22,Hans Olav Hygen                                   
 2627,901376,GULSVIK II                              ,NO,+60:22:59,+009:36:00, 142, FX4,20090609,20190430,    -,Synoptical message from GTS
 2640,114774,GVARV - NES                             ,NO,+59:22:59,+009:12:05,  93, FX5,20020501,20190430,   22,Hans Olav Hygen                                   
 2640,901470,GVARV                                   ,NO,+59:22:59,+009:12:00,  93, FX4,20000417,20190430,    -,Synoptical message from GTS
 2656,114777,KJEVIK                                  ,NO,+58:12:01,+008:04:05,  12, FX5,19820101,20190430,   22,Hans Olav Hygen                                   
 2656,901452,KRISTIANSAND/KJEVIK                     ,NO,+58:12:00,+008:04:59,  17, FX4,20000228,20190430,    -,Synoptical message from GTS
 2669,114780,OBRESTAD FYR                            ,NO,+58:39:33,+005:33:19,  24, FX5,20020501,20190430,   22,Hans Olav Hygen                                   
 2669,901412,OBRESTAD                                ,NO,+58:39:00,+005:34:00,  26, FX4,20060127,20190430,    -,Synoptical message from GTS
 2677,114786,FET I EIDFJORD                          ,NO,+60:24:30,+007:16:46, 735, FX5,20050704,20190430,   22,Hans Olav Hygen                                   
 2677,901340,FET I EIDFJORD                          ,NO,+60:25:00,+007:16:59, 735, FX4,20061124,20190430,    -,Synoptical message from GTS
 2685,114792,SLATTEROY FYR                           ,NO,+59:54:29,+005:04:05,  25, FX5,19971105,20190430,   22,Hans Olav Hygen                                   
 2685,901406,SLATTEROY LH                            ,NO,+59:55:00,+005:04:00,  26, FX4,20000228,20190430,    -,Synoptical message from GTS
 2711,114795,SUNNDALSORA III                         ,NO,+62:40:30,+008:33:32,   6, FX5,20090901,20190120,   22,Hans Olav Hygen                                   
 2720,114801,TRONDHEIM - VOLL                        ,NO,+63:24:38,+010:27:12, 127, FX5,19970701,20190430,   22,Hans Olav Hygen                                   
 2720,901257,TRONDHEIM/VOLL                          ,NO,+63:25:00,+010:27:00, 127, FX4,20060127,20190430,    -,Synoptical message from GTS
 2726,114807,NAMSSKOGAN                              ,NO,+64:44:31,+012:50:45, 140, FX5,20061121,20190430,   22,Hans Olav Hygen                                   
 2726,901281,NAMSSKOGAN                              ,NO,+64:43:59,+012:51:00, 140, FX4,20080125,20190430,    -,Synoptical message from GTS
 2727,114810,NORDOYAN FYR                            ,NO,+64:47:52,+010:32:57,  33, FX5,20090901,20190430,   22,Hans Olav Hygen                                   
 2727,901262,NORDOYAN LH                             ,NO,+64:48:00,+010:33:00,  33, FX4,20000228,20190430,    -,Synoptical message from GTS
 2733,114633,BODOE VI                                ,NO,+67:16:01,+014:21:32,  11, FX5,19820101,20190430,   22,Hans Olav Hygen                                   
 2733,114813,BODOE - VAGONES                         ,NO,+67:16:59,+014:28:00,  33, FX5,20051002,20060130,   22,Hans Olav Hygen                                   
 2733,901152,BODO VI                                 ,NO,+67:16:00,+014:22:00,  13, FX4,20000228,20190430,    -,Synoptical message from GTS
 2750,114822,TORSVAG FYR                             ,NO,+70:14:44,+019:30:02,  21, FX5,20090901,20190430,   22,Hans Olav Hygen                                   
 2750,901033,TORSVAG LH                              ,NO,+70:15:00,+019:30:00,  24, FX4,20000228,20190430,    -,Synoptical message from GTS
 2751,114825,CUOVDDATMOHKKI                          ,NO,+69:22:00,+024:25:59, 286, FX5,20140424,20180708,   22,Hans Olav Hygen                                   
 2751,901057,CUOVDDATMOHKKI                          ,NO,+69:21:59,+024:25:59, 286, FX4,20021102,20181004,    -,Synoptical message from GTS
 2754,114834,MAKKAUR FYR                             ,NO,+70:42:02,+030:04:05,   9, FX5,19981107,20190430,   22,Hans Olav Hygen                                   
 2754,901092,MAKKAUR LH                              ,NO,+70:42:00,+030:04:59,   9, FX4,20000228,20190430,    -,Synoptical message from GTS
 2756,114840,SVEAGRUVA                               ,NO,+77:52:59,+016:43:00,   9, FX5,19820101,20190430,   22,Hans Olav Hygen                                   
 2758,115662,MUENSTER/OSNABRUECK (AIRPORT)           ,DE,+52:08:07,+007:42:00,  48, FX1,19891001,20190430,   11,National Climate Data Center (DWD)                
 2758,910315,MUENSTER/OSNABRUECK                     ,DE,+52:07:59,+007:42:00,  53, FX4,20040101,20190430,    -,Synoptical message from GTS
 2759,115670,BERLIN-TEMPELHOF                        ,DE,+52:28:06,+013:24:14,  48, FX1,19740101,20190430,   11,National Climate Data Center (DWD)                
 2759,121157,BERLIN-TEGEL                            ,DE,+52:33:56,+013:18:38,  36, FX1,19870101,20190430,   11,National Climate Data Center (DWD)                
 2760,115696,TRIER-PETRISBERG                        ,DE,+49:44:57,+006:39:33, 265, FX1,19590101,20190430,   11,National Climate Data Center (DWD)                
 2760,910609,TRIER-PETRISBERG                        ,DE,+49:45:00,+006:40:00, 273, FX4,20040101,20190430,    -,Synoptical message from GTS
 2762,115706,KARLSRUHE                               ,DE,+49:02:21,+008:21:54, 112, FX1,19510101,20081031,   11,National Climate Data Center (DWD)                
 2762,115708,RHEINSTETTEN                            ,DE,+48:58:24,+008:19:51, 116, FX1,20081101,20190430,   11,National Climate Data Center (DWD)                
 2763,115710,STUTTGART/ECHTERDINGEN                  ,DE,+48:41:21,+009:13:31, 371, FX1,19530101,20190430,   11,National Climate Data Center (DWD)                
 2763,910738,STUTTGART-ECHTERDINGEN                  ,DE,+48:40:59,+009:13:59, 391, FX4,20000228,20190430,    -,Synoptical message from GTS
 2764,115718,MUENCHEN-FLUGHAFEN                      ,DE,+48:21:29,+011:48:33, 444, FX1,19920519,20190430,   11,National Climate Data Center (DWD)                
 2764,910870,MUENCHEN, FLUGHAFEN                     ,DE,+48:22:00,+011:49:00, 447, FX4,20040101,20190430,    -,Synoptical message from GTS
 2943,175755,AKUREYRI                                ,IS,+65:41:08,-018:06:00,  23, FX1,19810101,20161231,   14,Toranna Palsdottir                                
 2969,119897,BARCELONA/AEROPUERTO                    ,ES,+41:17:34,+002:04:11,   4, FX1,19610101,20190430,   31,Antonio Mestre Barcelo                            
 2969,156174,EL PRAT DE LLOBREGAT                    ,ES,+41:20:25,+002:04:49,   8, FX1,20110323,20181231,   63,Marc Prohom                                       
 2969,908181,BARCELONA/AEROPUERTO                    ,ES,+41:16:59,+002:04:00,   6, FX4,20000228,20180726,    -,Synoptical message from GTS
 2970,120203,LANZAROTE/AEROPUERTO                    ,ES,+28:57:06,-013:36:01,  14, FX1,19721101,20190430,   31,Antonio Mestre Barcelo                            
 2970,960040,LANZAROTE/AEROPUERTO                    ,ES,+28:57:00,-013:36:00,  21, FX4,20000228,20180710,    -,Synoptical message from GTS
 3167,113453,D15-FA-1                                ,NL,+54:19:32,+002:56:08,  43, FX1,20090316,20190430,   19,Ge Verver                                         
 3167,906201,D15-FA-1                                ,NL,+54:19:00,+002:55:59,  36, FX4,20090609,20190430,    -,Synoptical message from GTS
 3168,113454,K14-FA-1C                               ,NL,+53:16:09,+003:37:40,  42, FX1,20080913,20190430,   19,Ge Verver                                         
 3168,906204,K14-FA-1C                               ,NL,+53:16:00,+003:37:59,  27, FX4,20061130,20190430,    -,Synoptical message from GTS
 3169,113455,A12-CPP                                 ,NL,+55:23:57,+003:48:37,  48, FX1,20090327,20190402,   19,Ge Verver                                         
 3169,906205,A12-CPP                                 ,NL,+55:25:00,+003:49:00,  33, FX4,20090609,20190430,    -,Synoptical message from GTS
 3170,113456,F16-A                                   ,NL,+54:07:00,+004:00:43,  43, FX1,20061208,20190430,   19,Ge Verver                                         
 3170,906206,F16-A                                   ,NL,+54:07:00,+004:01:00,  28, FX4,20061127,20190430,    -,Synoptical message from GTS
 3171,113457,L9-FF-1                                 ,NL,+53:36:51,+004:57:37,   0, FX1,20080913,20190430,   19,Ge Verver                                         
 3172,113458,AWG-1                                   ,NL,+53:29:30,+005:56:30,  41, FX1,20080913,20190430,   19,Ge Verver                                         
 3172,906208,AWG-1                                   ,NL,+53:30:00,+005:57:00,  27, FX4,20061130,20190430,    -,Synoptical message from GTS
 3173,113459,IJMOND                                  ,NL,+52:27:48,+004:31:03,   0, FX1,20010201,20190430,   19,Ge Verver                                         
 3173,113462,IJMUIDEN                                ,NL,+52:27:43,+004:33:18,   4, FX1,19810101,20190430,   19,Ge Verver                                         
 3173,906209,IJMOND                                  ,NL,+52:28:00,+004:31:00,   0, FX4,20010406,20190430,    -,Synoptical message from GTS
 3174,113460,J6-A                                    ,NL,+53:49:27,+002:56:43,  46, FX1,20090327,20190430,   19,Ge Verver                                         
 3174,906211,J6-A                                    ,NL,+53:49:00,+002:57:00,  34, FX4,20090609,20190430,    -,Synoptical message from GTS
 3175,113461,HOORN-A                                 ,NL,+52:55:05,+004:09:01,  51, FX1,20090316,20190430,   19,Ge Verver                                         
 3175,906212,HOORN-A                                 ,NL,+52:55:00,+004:09:00,  41, FX4,20090609,20190430,    -,Synoptical message from GTS
 3176,113459,IJMOND                                  ,NL,+52:27:48,+004:31:03,   0, FX1,20010201,20190430,   19,Ge Verver                                         
 3176,113462,IJMUIDEN                                ,NL,+52:27:43,+004:33:18,   4, FX1,19810101,20190430,   19,Ge Verver                                         
 3176,906225,IJMUIDEN                                ,NL,+52:28:00,+004:34:00,   4, FX4,20000228,20190430,    -,Synoptical message from GTS
 3177,113463,TEXELHORS_MM                            ,NL,+52:59:42,+004:43:12,   1, FX1,19710101,20190430,   19,Ge Verver                                         
 3177,113570,DE KOOY                                 ,NL,+52:55:36,+004:46:51,   1, FX1,19720801,20190430,   19,Ge Verver                                         
 3177,115802,DEN HELDER                              ,NL,+52:57:41,+004:44:49,   4, FX1,19710101,19720730,   19,Ge Verver                                         
 3177,906229,TEXELHORS WP                            ,NL,+53:00:00,+004:43:00,   0, FX4,20000927,20190430,    -,Synoptical message from GTS
 3177,906235,DE KOOIJ                                ,NL,+52:55:59,+004:46:59,   2, FX4,20000228,20190430,    -,Synoptical message from GTS
 3178,113464,WIJDENES                                ,NL,+52:37:57,+005:10:24,   1, FX1,19940811,20190430,   19,Ge Verver                                         
 3178,906248,WIJDENES                                ,NL,+52:37:59,+005:10:00,   4, FX4,20000228,20190430,    -,Synoptical message from GTS
 3179,113465,K13                                     ,NL,+53:13:04,+003:13:13,  38, FX1,19960701,20190430,   19,Ge Verver                                         
 3179,906252,K13-A                                   ,NL,+53:13:00,+003:13:00,  38, FX4,20000228,20190430,    -,Synoptical message from GTS
 3180,113466,HOUTRIBDIJK                             ,NL,+52:38:53,+005:24:02,   7, FX1,20060201,20190430,   19,Ge Verver                                         
 3180,906258,HOUTRIBDIJK                             ,NL,+52:39:00,+005:24:00,   7, FX4,20070223,20190430,    -,Synoptical message from GTS
 3181,113467,HUIBERTGAT                              ,NL,+53:34:26,+006:23:53,   0, FX1,19810101,20190430,   19,Ge Verver                                         
 3181,906285,HUIBERTGAT WP                           ,NL,+53:34:00,+006:24:00,   0, FX4,20000420,20190430,    -,Synoptical message from GTS
 3182,113468,CADZAND                                 ,NL,+51:22:50,+003:22:50,   1, FX1,19720101,20190430,   19,Ge Verver                                         
 3182,906308,CADZAND WP                              ,NL,+51:22:59,+003:22:59,   7, FX4,20000228,20190430,    -,Synoptical message from GTS
 3183,113469,HOOFDPLAAT                              ,NL,+51:22:41,+003:40:19,   0, FX1,19970201,20160131,   19,Ge Verver                                         
 3183,113624,VLISSINGEN                              ,NL,+51:26:29,+003:35:44,   8, FX1,19710101,20190430,   19,Ge Verver                                         
 3183,906310,VLISSINGEN                              ,NL,+51:27:00,+003:36:00,  10, FX4,20000228,20190430,    -,Synoptical message from GTS
 3183,906311,HOOFDPLAAT                              ,NL,+51:22:59,+003:40:00,   0, FX4,20000228,20160201,    -,Synoptical message from GTS
 3184,113470,OOSTERSCHELDE                           ,NL,+51:46:00,+003:37:18,   0, FX1,19820108,20190430,   19,Ge Verver                                         
 3184,906312,OOSTERSCHELDE WP                        ,NL,+51:46:00,+003:37:00,   0, FX4,20000228,20190430,    -,Synoptical message from GTS
 3185,113471,VLAKTE_V.D._RAAN                        ,NL,+51:30:12,+003:14:30,   0, FX1,19970201,20190430,   19,Ge Verver                                         
 3185,906313,VLAKTE VAN RAAN                         ,NL,+51:30:00,+003:15:00,   0, FX4,20000228,20190430,    -,Synoptical message from GTS
 3186,113472,HANSWEERT                               ,NL,+51:26:44,+003:59:51,   0, FX1,19970201,20190430,   19,Ge Verver                                         
 3186,113477,THOLEN                                  ,NL,+51:30:24,+004:07:04,   0, FX1,19810416,20190430,   19,Ge Verver                                         
 3186,113630,WILHELMINADORP                          ,NL,+51:31:32,+003:53:00,   2, FX1,19891105,20190430,   19,Ge Verver                                         
 3186,906315,HANSWEERT                               ,NL,+51:25:59,+004:01:00,   0, FX4,20000228,20190430,    -,Synoptical message from GTS
 3187,113473,SCHAAR                                  ,NL,+51:39:21,+003:41:39,   0, FX1,19830101,20190430,   19,Ge Verver                                         
 3187,906316,OOSTERSCHELDE 4                         ,NL,+51:39:00,+003:42:00,   0, FX4,20000228,20190430,    -,Synoptical message from GTS
 3188,113474,LICHTEILAND_GOEREE                      ,NL,+51:55:32,+003:40:12,  23, FX1,19810101,20190430,   19,Ge Verver                                         
 3188,906320,LICHTEILAND GOEREE                      ,NL,+51:55:59,+003:40:00,  23, FX4,20000228,20190430,    -,Synoptical message from GTS
 3189,113475,EUROPLATFORM                            ,NL,+51:59:52,+003:16:30,  19, FX1,19960701,20190430,   19,Ge Verver                                         
 3189,906321,EURO PLATFORM                           ,NL,+52:00:00,+003:16:59,  19, FX4,20000228,20190430,    -,Synoptical message from GTS
 3190,113476,STAVENISSE-1                            ,NL,+51:35:47,+004:00:21,   0, FX1,19971001,20190430,   19,Ge Verver                                         
 3190,113630,WILHELMINADORP                          ,NL,+51:31:32,+003:53:00,   2, FX1,19891105,20190430,   19,Ge Verver                                         
 3190,906324,STAVENISSE                              ,NL,+51:36:00,+004:00:00,   0, FX4,20000228,20190430,    -,Synoptical message from GTS
 3191,113472,HANSWEERT                               ,NL,+51:26:44,+003:59:51,   0, FX1,19970201,20190430,   19,Ge Verver                                         
 3191,113477,THOLEN                                  ,NL,+51:30:24,+004:07:04,   0, FX1,19810416,20190430,   19,Ge Verver                                         
 3191,906331,MAROLLEGAT                              ,NL,+51:28:59,+004:12:00,   0, FX4,20000228,20190430,    -,Synoptical message from GTS
 3192,113478,ROTTERDAM-GEULHAVEN                     ,NL,+51:53:30,+004:18:45,   4, FX1,19911101,20190430,   19,Ge Verver                                         
 3192,113639,ROTTERDAM                               ,NL,+51:57:38,+004:26:48,  -4, FX1,19710101,20190430,   19,Ge Verver                                         
 3192,906343,ROTTERDAM GEULHAVEN AWS                 ,NL,+51:54:00,+004:19:00,   4, FX4,20000228,20190430,    -,Synoptical message from GTS
 3506,115778,STUTTGART-SCHNARRENBERG                 ,DE,+48:49:45,+009:12:03, 314, FX1,19760901,20190430,   11,National Climate Data Center (DWD)                
 3506,910739,STUTTGART/SCHNARRENBERG                 ,DE,+48:49:59,+009:12:00, 318, FX4,20040101,20190430,    -,Synoptical message from GTS
 3546,116266,NEWPORT FURNACE                         ,IE,+53:55:18,-009:34:18,  23, FX1,20050128,20190422,   17,Conor Daly                                        
 3547,116267,DUNSANY GRANGE                          ,IE,+53:30:00,-006:42:00,  84, FX1,20070819,20190422,   17,Conor Daly                                        
