EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 13-05-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 FG   : Wind speed in 0.1 m/s
30-34 Q_FG : quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station MALAGA AEROPUERTO, SPAIN (STAID: 231)
Blended and updated with sources:15613 908482 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   FG, Q_FG
   231, 15613,19420722,   53,    0
   231, 15613,19420723,   33,    0
   231, 15613,19420724,   47,    0
   231, 15613,19420725,   44,    0
   231, 15613,19420726,   31,    0
   231, 15613,19420727,   47,    0
   231, 15613,19420728,   31,    0
   231, 15613,19420729,   33,    0
   231, 15613,19420730,   47,    0
   231, 15613,19420731,   50,    0
   231, 15613,19420801,   44,    0
   231, 15613,19420802,   39,    0
   231, 15613,19420803,   61,    0
   231, 15613,19420804,   36,    0
   231, 15613,19420805,   36,    0
   231, 15613,19420806,   39,    0
   231, 15613,19420807,   31,    0
   231, 15613,19420808,   39,    0
   231, 15613,19420809,   39,    0
   231, 15613,19420810,   39,    0
   231, 15613,19420811,   44,    0
   231, 15613,19420812,   44,    0
   231, 15613,19420813,   36,    0
   231, 15613,19420814,   44,    0
   231, 15613,19420815,   33,    0
   231, 15613,19420816,   44,    0
   231, 15613,19420817,   44,    0
   231, 15613,19420818,   36,    0
   231, 15613,19420819,   50,    0
   231, 15613,19420820,   50,    0
   231, 15613,19420821,   50,    0
   231, 15613,19420822,   31,    0
   231, 15613,19420823,   33,    0
   231, 15613,19420824,   33,    0
   231, 15613,19420825,   31,    0
   231, 15613,19420826,   33,    0
   231, 15613,19420827,   28,    0
   231, 15613,19420828,   42,    0
   231, 15613,19420829,   44,    0
   231, 15613,19420830,   56,    0
   231, 15613,19420831,   47,    0
   231, 15613,19420901,   92,    0
   231, 15613,19420902,   25,    0
   231, 15613,19420903,   25,    0
   231, 15613,19420904,   22,    0
   231, 15613,19420905,   39,    0
   231, 15613,19420906,   33,    0
   231, 15613,19420907,   31,    0
   231, 15613,19420908,   31,    0
   231, 15613,19420909,   33,    0
   231, 15613,19420910,   36,    0
   231, 15613,19420911,   39,    0
   231, 15613,19420912,   33,    0
   231, 15613,19420913,   44,    0
   231, 15613,19420914,   36,    0
   231, 15613,19420915,   44,    0
   231, 15613,19420916,   39,    0
   231, 15613,19420917,   44,    0
   231, 15613,19420918,   42,    0
   231, 15613,19420919,   39,    0
   231, 15613,19420920,   39,    0
   231, 15613,19420921,   36,    0
   231, 15613,19420922,   89,    0
   231, 15613,19420923,   33,    0
   231, 15613,19420924,   44,    0
   231, 15613,19420925,   17,    0
   231, 15613,19420926,   44,    0
   231, 15613,19420927,   61,    0
   231, 15613,19420928,   53,    0
   231, 15613,19420929,   50,    0
   231, 15613,19420930,   33,    0
   231, 15613,19421001,   11,    0
   231, 15613,19421002,   36,    0
   231, 15613,19421003,   42,    0
   231, 15613,19421004,   28,    0
   231, 15613,19421005,   17,    0
   231, 15613,19421006,   17,    0
   231, 15613,19421007,   28,    0
   231, 15613,19421008,   50,    0
   231, 15613,19421009,   31,    0
   231, 15613,19421010,   36,    0
   231, 15613,19421011,   22,    0
   231, 15613,19421012,   42,    0
   231, 15613,19421013,   33,    0
   231, 15613,19421014,   31,    0
   231, 15613,19421015,   28,    0
   231, 15613,19421016,   31,    0
   231, 15613,19421017,   19,    0
   231, 15613,19421018,   22,    0
   231, 15613,19421019,   39,    0
   231, 15613,19421020,   33,    0
   231, 15613,19421021,   53,    0
   231, 15613,19421022,   25,    0
   231, 15613,19421023,   31,    0
   231, 15613,19421024,   44,    0
   231, 15613,19421025,   67,    0
   231, 15613,19421026,   44,    0
   231, 15613,19421027,   39,    0
   231, 15613,19421028,   67,    0
   231, 15613,19421029,   61,    0
   231, 15613,19421030,   50,    0
   231, 15613,19421031,   11,    0
   231, 15613,19421101,   25,    0
   231, 15613,19421102,   39,    0
   231, 15613,19421103,   33,    0
   231, 15613,19421104,   25,    0
   231, 15613,19421105,   25,    0
   231, 15613,19421106,   25,    0
   231, 15613,19421107,   33,    0
   231, 15613,19421108,   17,    0
   231, 15613,19421109,   22,    0
   231, 15613,19421110,   11,    0
   231, 15613,19421111,   17,    0
   231, 15613,19421112,   17,    0
   231, 15613,19421113,   33,    0
   231, 15613,19421114,   17,    0
   231, 15613,19421115,   28,    0
   231, 15613,19421116,   17,    0
   231, 15613,19421117,   17,    0
   231, 15613,19421118,   47,    0
   231, 15613,19421119,   33,    0
   231, 15613,19421120,   14,    0
   231, 15613,19421121,   22,    0
   231, 15613,19421122,   33,    0
   231, 15613,19421123,   31,    0
   231, 15613,19421124,   33,    0
   231, 15613,19421125,   78,    0
   231, 15613,19421126,   44,    0
   231, 15613,19421127,   89,    0
   231, 15613,19421128,   14,    0
   231, 15613,19421129,   19,    0
   231, 15613,19421130,   17,    0
   231, 15613,19421201,   17,    0
   231, 15613,19421202,    6,    0
   231, 15613,19421203,   11,    0
   231, 15613,19421204,    0,    0
   231, 15613,19421205,   11,    0
   231, 15613,19421206,   11,    0
   231, 15613,19421207,   19,    0
   231, 15613,19421208,   31,    0
   231, 15613,19421209,   25,    0
   231, 15613,19421210,   22,    0
   231, 15613,19421211,   14,    0
   231, 15613,19421212,   33,    0
   231, 15613,19421213,   22,    0
   231, 15613,19421214,   33,    0
   231, 15613,19421215,   33,    0
   231, 15613,19421216,   33,    0
   231, 15613,19421217,   33,    0
   231, 15613,19421218,   56,    0
   231, 15613,19421219,  100,    0
   231, 15613,19421220,   61,    0
   231, 15613,19421221,   47,    0
   231, 15613,19421222,   33,    0
   231, 15613,19421223,   56,    0
   231, 15613,19421224,   39,    0
   231, 15613,19421225,   67,    0
   231, 15613,19421226,   61,    0
   231, 15613,19421227,   61,    0
   231, 15613,19421228,   72,    0
   231, 15613,19421229,   78,    0
   231, 15613,19421230,  111,    0
   231, 15613,19421231,  103,    0
   231, 15613,19430101,   81,    0
   231, 15613,19430102,  142,    0
   231, 15613,19430103,  139,    0
   231, 15613,19430104,   36,    0
   231, 15613,19430105,  111,    0
   231, 15613,19430106,   78,    0
   231, 15613,19430107,   69,    0
   231, 15613,19430108,  111,    0
   231, 15613,19430109,  131,    0
   231, 15613,19430110,  100,    0
   231, 15613,19430111,    8,    0
   231, 15613,19430112,   61,    0
   231, 15613,19430113,   25,    0
   231, 15613,19430114,   67,    0
   231, 15613,19430115,   64,    0
   231, 15613,19430116,   33,    0
   231, 15613,19430117,   11,    0
   231, 15613,19430118,   31,    0
   231, 15613,19430119,   17,    0
   231, 15613,19430120,   33,    0
   231, 15613,19430121,   44,    0
   231, 15613,19430122,   36,    0
   231, 15613,19430123,   28,    0
   231, 15613,19430124,   39,    0
   231, 15613,19430125,   39,    0
   231, 15613,19430126,   33,    0
   231, 15613,19430127,   36,    0
   231, 15613,19430128,   33,    0
   231, 15613,19430129,   31,    0
   231, 15613,19430130,   17,    0
   231, 15613,19430131,   19,    0
   231, 15613,19430201,   19,    0
   231, 15613,19430202,   75,    0
   231, 15613,19430203,   50,    0
   231, 15613,19430204,   22,    0
   231, 15613,19430205,   56,    0
   231, 15613,19430206,   39,    0
   231, 15613,19430207,   64,    0
   231, 15613,19430208,   58,    0
   231, 15613,19430209,   42,    0
   231, 15613,19430210,   67,    0
   231, 15613,19430211,   86,    0
   231, 15613,19430212,   19,    0
   231, 15613,19430213,   39,    0
   231, 15613,19430214,   44,    0
   231, 15613,19430215,   47,    0
   231, 15613,19430216,   50,    0
   231, 15613,19430217,   78,    0
   231, 15613,19430218,   69,    0
   231, 15613,19430219,   89,    0
   231, 15613,19430220,   64,    0
   231, 15613,19430221,   31,    0
   231, 15613,19430222,   39,    0
   231, 15613,19430223,    8,    0
   231, 15613,19430224,   39,    0
   231, 15613,19430225,   42,    0
   231, 15613,19430226,   61,    0
   231, 15613,19430227,   78,    0
   231, 15613,19430228,  128,    0
   231, 15613,19430301,   39,    0
   231, 15613,19430302,   33,    0
   231, 15613,19430303,   50,    0
   231, 15613,19430304,   53,    0
   231, 15613,19430305,   44,    0
   231, 15613,19430306,   28,    0
   231, 15613,19430307,   67,    0
   231, 15613,19430308,   61,    0
   231, 15613,19430309,   42,    0
   231, 15613,19430310,   36,    0
   231, 15613,19430311,   56,    0
   231, 15613,19430312,   58,    0
   231, 15613,19430313,   44,    0
   231, 15613,19430314,   39,    0
   231, 15613,19430315,   47,    0
   231, 15613,19430316,   44,    0
   231, 15613,19430317,   25,    0
   231, 15613,19430318,   25,    0
   231, 15613,19430319,   36,    0
   231, 15613,19430320,   44,    0
   231, 15613,19430321,   75,    0
   231, 15613,19430322,   56,    0
   231, 15613,19430323,   72,    0
   231, 15613,19430324,   56,    0
   231, 15613,19430325,   56,    0
   231, 15613,19430326,   22,    0
   231, 15613,19430327,   28,    0
   231, 15613,19430328,   47,    0
   231, 15613,19430329,   75,    0
   231, 15613,19430330,   56,    0
   231, 15613,19430331,   44,    0
   231, 15613,19430401,   56,    0
   231, 15613,19430402,   36,    0
   231, 15613,19430403,   42,    0
   231, 15613,19430404,   44,    0
   231, 15613,19430405,   58,    0
   231, 15613,19430406,   50,    0
   231, 15613,19430407,   56,    0
   231, 15613,19430408,   67,    0
   231, 15613,19430409,   39,    0
   231, 15613,19430410,   39,    0
   231, 15613,19430411,   39,    0
   231, 15613,19430412,   31,    0
   231, 15613,19430413,   44,    0
   231, 15613,19430414,   94,    0
   231, 15613,19430415,   44,    0
   231, 15613,19430416,   31,    0
   231, 15613,19430417,   50,    0
   231, 15613,19430418,   22,    0
   231, 15613,19430419,   33,    0
   231, 15613,19430420,   22,    0
   231, 15613,19430421,   47,    0
   231, 15613,19430422,   28,    0
   231, 15613,19430423,   33,    0
   231, 15613,19430424,   36,    0
   231, 15613,19430425,   44,    0
   231, 15613,19430426,   25,    0
   231, 15613,19430427,   25,    0
   231, 15613,19430428,   58,    0
   231, 15613,19430429,   39,    0
   231, 15613,19430430,   39,    0
   231, 15613,19430501,   11,    0
   231, 15613,19430502,   39,    0
   231, 15613,19430503,   33,    0
   231, 15613,19430504,   50,    0
   231, 15613,19430505,   47,    0
   231, 15613,19430506,   33,    0
   231, 15613,19430507,   72,    0
   231, 15613,19430508,   50,    0
   231, 15613,19430509,   56,    0
   231, 15613,19430510,   44,    0
   231, 15613,19430511,   42,    0
   231, 15613,19430512,   33,    0
   231, 15613,19430513,   39,    0
   231, 15613,19430514,   33,    0
   231, 15613,19430515,   42,    0
   231, 15613,19430516,   56,    0
   231, 15613,19430517,   33,    0
   231, 15613,19430518,   42,    0
   231, 15613,19430519,   39,    0
   231, 15613,19430520,   17,    0
   231, 15613,19430521,   28,    0
   231, 15613,19430522,   39,    0
   231, 15613,19430523,   50,    0
   231, 15613,19430524,   50,    0
   231, 15613,19430525,   61,    0
   231, 15613,19430526,   25,    0
   231, 15613,19430527,   19,    0
   231, 15613,19430528,   36,    0
   231, 15613,19430529,   39,    0
   231, 15613,19430530,   31,    0
   231, 15613,19430531,   39,    0
   231, 15613,19430601,  106,    0
   231, 15613,19430602,  131,    0
   231, 15613,19430603,   61,    0
   231, 15613,19430604,   39,    0
   231, 15613,19430605,   33,    0
   231, 15613,19430606,   33,    0
   231, 15613,19430607,   39,    0
   231, 15613,19430608,   58,    0
   231, 15613,19430609,   44,    0
   231, 15613,19430610,   67,    0
   231, 15613,19430611,   61,    0
   231, 15613,19430612,   33,    0
   231, 15613,19430613,   28,    0
   231, 15613,19430614,   56,    0
   231, 15613,19430615,   61,    0
   231, 15613,19430616,   39,    0
   231, 15613,19430617,   39,    0
   231, 15613,19430618,   31,    0
   231, 15613,19430619,   36,    0
   231, 15613,19430620,   42,    0
   231, 15613,19430621,   36,    0
   231, 15613,19430622,   22,    0
   231, 15613,19430623,   33,    0
   231, 15613,19430624,   25,    0
   231, 15613,19430625,   28,    0
   231, 15613,19430626,   39,    0
   231, 15613,19430627,   33,    0
   231, 15613,19430628,   42,    0
   231, 15613,19430629,   28,    0
   231, 15613,19430630,   53,    0
   231, 15613,19430701,   39,    0
   231, 15613,19430702,   58,    0
   231, 15613,19430703,   31,    0
   231, 15613,19430704,   31,    0
   231, 15613,19430705,   44,    0
   231, 15613,19430706,   61,    0
   231, 15613,19430707,   61,    0
   231, 15613,19430708,   75,    0
   231, 15613,19430709,   31,    0
   231, 15613,19430710,   19,    0
   231, 15613,19430711,   36,    0
   231, 15613,19430712,   33,    0
   231, 15613,19430713,   28,    0
   231, 15613,19430714,   42,    0
   231, 15613,19430715,   39,    0
   231, 15613,19430716,   39,    0
   231, 15613,19430717,   39,    0
   231, 15613,19430718,   42,    0
   231, 15613,19430719,   67,    0
   231, 15613,19430720,   53,    0
   231, 15613,19430721,   67,    0
   231, 15613,19430722,   53,    0
   231, 15613,19430723,   28,    0
   231, 15613,19430724,   31,    0
   231, 15613,19430725,   39,    0
   231, 15613,19430726,   39,    0
   231, 15613,19430727,   31,    0
   231, 15613,19430728,   33,    0
   231, 15613,19430729,   22,    0
   231, 15613,19430730,   33,    0
   231, 15613,19430731,   25,    0
   231, 15613,19430801,   31,    0
   231, 15613,19430802,   44,    0
   231, 15613,19430803,   72,    0
   231, 15613,19430804,   72,    0
   231, 15613,19430805,   31,    0
   231, 15613,19430806,   47,    0
   231, 15613,19430807,   42,    0
   231, 15613,19430808,   39,    0
   231, 15613,19430809,   22,    0
   231, 15613,19430810,   33,    0
   231, 15613,19430811,   25,    0
   231, 15613,19430812,   33,    0
   231, 15613,19430813,   31,    0
   231, 15613,19430814,   31,    0
   231, 15613,19430815,   33,    0
   231, 15613,19430816,   31,    0
   231, 15613,19430817,   39,    0
   231, 15613,19430818,   44,    0
   231, 15613,19430819,   31,    0
   231, 15613,19430820,   19,    0
   231, 15613,19430821,   39,    0
   231, 15613,19430822,   81,    0
   231, 15613,19430823,   31,    0
   231, 15613,19430824,   39,    0
   231, 15613,19430825,   33,    0
   231, 15613,19430826,   39,    0
   231, 15613,19430827,   31,    0
   231, 15613,19430828,   22,    0
   231, 15613,19430829,   19,    0
   231, 15613,19430830,   31,    0
   231, 15613,19430831,   31,    0
   231, 15613,19430901,   39,    0
   231, 15613,19430902,   28,    0
   231, 15613,19430903,   42,    0
   231, 15613,19430904,   33,    0
   231, 15613,19430905,   33,    0
   231, 15613,19430906,   33,    0
   231, 15613,19430907,   33,    0
   231, 15613,19430908,   28,    0
   231, 15613,19430909,   39,    0
   231, 15613,19430910,   42,    0
   231, 15613,19430911,   61,    0
   231, 15613,19430912,   56,    0
   231, 15613,19430913,   67,    0
   231, 15613,19430914,   39,    0
   231, 15613,19430915,   69,    0
   231, 15613,19430916,   33,    0
   231, 15613,19430917,   50,    0
   231, 15613,19430918,   28,    0
   231, 15613,19430919,   50,    0
   231, 15613,19430920,   47,    0
   231, 15613,19430921,   47,    0
   231, 15613,19430922,   64,    0
   231, 15613,19430923,   39,    0
   231, 15613,19430924,   44,    0
   231, 15613,19430925,   64,    0
   231, 15613,19430926,   72,    0
   231, 15613,19430927,   86,    0
   231, 15613,19430928,   67,    0
   231, 15613,19430929,   83,    0
   231, 15613,19430930,   42,    0
   231, 15613,19431001,   39,    0
   231, 15613,19431002,   25,    0
   231, 15613,19431003,   17,    0
   231, 15613,19431004,   39,    0
   231, 15613,19431005,   39,    0
   231, 15613,19431006,   50,    0
   231, 15613,19431007,   50,    0
   231, 15613,19431008,   50,    0
   231, 15613,19431009,   72,    0
   231, 15613,19431010,   75,    0
   231, 15613,19431011,   53,    0
   231, 15613,19431012,   28,    0
   231, 15613,19431013,   47,    0
   231, 15613,19431014,   44,    0
   231, 15613,19431015,   28,    0
   231, 15613,19431016,   50,    0
   231, 15613,19431017,   39,    0
   231, 15613,19431018,   22,    0
   231, 15613,19431019,   33,    0
   231, 15613,19431020,   47,    0
   231, 15613,19431021,   61,    0
   231, 15613,19431022,   39,    0
   231, 15613,19431023,   64,    0
   231, 15613,19431024,   72,    0
   231, 15613,19431025,   64,    0
   231, 15613,19431026,   69,    0
   231, 15613,19431027,   53,    0
   231, 15613,19431028,   50,    0
   231, 15613,19431029,   36,    0
   231, 15613,19431030,   33,    0
   231, 15613,19431031,   44,    0
   231, 15613,19431101,   47,    0
   231, 15613,19431102,   50,    0
   231, 15613,19431103,   92,    0
   231, 15613,19431104,  106,    0
   231, 15613,19431105,   56,    0
   231, 15613,19431106,   47,    0
   231, 15613,19431107,   58,    0
   231, 15613,19431108,   56,    0
   231, 15613,19431109,   44,    0
   231, 15613,19431110,   28,    0
   231, 15613,19431111,   31,    0
   231, 15613,19431112,   42,    0
   231, 15613,19431113,   31,    0
   231, 15613,19431114,   53,    0
   231, 15613,19431115,  122,    0
   231, 15613,19431116,   92,    0
   231, 15613,19431117,   94,    0
   231, 15613,19431118,   97,    0
   231, 15613,19431119,  106,    0
   231, 15613,19431120,   50,    0
   231, 15613,19431121,   50,    0
   231, 15613,19431122,   81,    0
   231, 15613,19431123,   78,    0
   231, 15613,19431124,   64,    0
   231, 15613,19431125,   75,    0
   231, 15613,19431126,   94,    0
   231, 15613,19431127,  114,    0
   231, 15613,19431128,   61,    0
   231, 15613,19431129,   25,    0
   231, 15613,19431130,   17,    0
   231, 15613,19431201,   39,    0
   231, 15613,19431202,   33,    0
   231, 15613,19431203,   44,    0
   231, 15613,19431204,   47,    0
   231, 15613,19431205,   33,    0
   231, 15613,19431206,   11,    0
   231, 15613,19431207,   25,    0
   231, 15613,19431208,   22,    0
   231, 15613,19431209,   39,    0
   231, 15613,19431210,   92,    0
   231, 15613,19431211,   39,    0
   231, 15613,19431212,   28,    0
   231, 15613,19431213,  103,    0
   231, 15613,19431214,  139,    0
   231, 15613,19431215,   39,    0
   231, 15613,19431216,   31,    0
   231, 15613,19431217,   39,    0
   231, 15613,19431218,   31,    0
   231, 15613,19431219,   44,    0
   231, 15613,19431220,   97,    0
   231, 15613,19431221,   31,    0
   231, 15613,19431222,   17,    0
   231, 15613,19431223,   53,    0
   231, 15613,19431224,   69,    0
   231, 15613,19431225,   53,    0
   231, 15613,19431226,   67,    0
   231, 15613,19431227,  133,    0
   231, 15613,19431228,   83,    0
   231, 15613,19431229,   56,    0
   231, 15613,19431230,   39,    0
   231, 15613,19431231,   89,    0
   231, 15613,19440101,   50,    0
   231, 15613,19440102,   44,    0
   231, 15613,19440103,   39,    0
   231, 15613,19440104,  111,    0
   231, 15613,19440105,   94,    0
   231, 15613,19440106,   89,    0
   231, 15613,19440107,   39,    0
   231, 15613,19440108,   17,    0
   231, 15613,19440109,   17,    0
   231, 15613,19440110,   17,    0
   231, 15613,19440111,   28,    0
   231, 15613,19440112,   50,    0
   231, 15613,19440113,   22,    0
   231, 15613,19440114,   22,    0
   231, 15613,19440115,   22,    0
   231, 15613,19440116,   25,    0
   231, 15613,19440117,   47,    0
   231, 15613,19440118,   17,    0
   231, 15613,19440119,   69,    0
   231, 15613,19440120,   42,    0
   231, 15613,19440121,   44,    0
   231, 15613,19440122,   22,    0
   231, 15613,19440123,   31,    0
   231, 15613,19440124,   58,    0
   231, 15613,19440125,  150,    0
   231, 15613,19440126,   61,    0
   231, 15613,19440127,   36,    0
   231, 15613,19440128,   33,    0
   231, 15613,19440129,   58,    0
   231, 15613,19440130,   39,    0
   231, 15613,19440131,   58,    0
   231, 15613,19440201,   50,    0
   231, 15613,19440202,   42,    0
   231, 15613,19440203,   75,    0
   231, 15613,19440204,   42,    0
   231, 15613,19440205,   61,    0
   231, 15613,19440206,   56,    0
   231, 15613,19440207,   22,    0
   231, 15613,19440208,   47,    0
   231, 15613,19440209,   58,    0
   231, 15613,19440210,   64,    0
   231, 15613,19440211,   50,    0
   231, 15613,19440212,   53,    0
   231, 15613,19440213,   31,    0
   231, 15613,19440214,   94,    0
   231, 15613,19440215,   81,    0
   231, 15613,19440216,   75,    0
   231, 15613,19440217,   72,    0
   231, 15613,19440218,   86,    0
   231, 15613,19440219,   78,    0
   231, 15613,19440220,   81,    0
   231, 15613,19440221,   42,    0
   231, 15613,19440222,   39,    0
   231, 15613,19440223,   31,    0
   231, 15613,19440224,  103,    0
   231, 15613,19440225,   47,    0
   231, 15613,19440226,   53,    0
   231, 15613,19440227,   39,    0
   231, 15613,19440228,   81,    0
   231, 15613,19440229,   72,    0
   231, 15613,19440301,   69,    0
   231, 15613,19440302,   39,    0
   231, 15613,19440303,   11,    0
   231, 15613,19440304,   17,    0
   231, 15613,19440305,   22,    0
   231, 15613,19440306,   22,    0
   231, 15613,19440307,   44,    0
   231, 15613,19440308,   33,    0
   231, 15613,19440309,   83,    0
   231, 15613,19440310,   67,    0
   231, 15613,19440311,   44,    0
   231, 15613,19440312,   69,    0
   231, 15613,19440313,   39,    0
   231, 15613,19440314,   64,    0
   231, 15613,19440315,   75,    0
   231, 15613,19440316,   42,    0
   231, 15613,19440317,   25,    0
   231, 15613,19440318,   56,    0
   231, 15613,19440319,   89,    0
   231, 15613,19440320,   28,    0
   231, 15613,19440321,   33,    0
   231, 15613,19440322,   31,    0
   231, 15613,19440323,   39,    0
   231, 15613,19440324,   33,    0
   231, 15613,19440325,   25,    0
   231, 15613,19440326,   25,    0
   231, 15613,19440327,   33,    0
   231, 15613,19440328,   50,    0
   231, 15613,19440329,   47,    0
   231, 15613,19440330,   39,    0
   231, 15613,19440331,   50,    0
   231, 15613,19440401,   33,    0
   231, 15613,19440402,   31,    0
   231, 15613,19440403,   19,    0
   231, 15613,19440404,   22,    0
   231, 15613,19440405,   31,    0
   231, 15613,19440406,   47,    0
   231, 15613,19440407,   39,    0
   231, 15613,19440408,   11,    0
   231, 15613,19440409,   39,    0
   231, 15613,19440410,   72,    0
   231, 15613,19440411,   56,    0
   231, 15613,19440412,   64,    0
   231, 15613,19440413,   56,    0
   231, 15613,19440414,   36,    0
   231, 15613,19440415,   36,    0
   231, 15613,19440416,   36,    0
   231, 15613,19440417,   69,    0
   231, 15613,19440418,   39,    0
   231, 15613,19440419,   47,    0
   231, 15613,19440420,   33,    0
   231, 15613,19440421,   72,    0
   231, 15613,19440422,   25,    0
   231, 15613,19440423,   22,    0
   231, 15613,19440424,   31,    0
   231, 15613,19440425,   28,    0
   231, 15613,19440426,   39,    0
   231, 15613,19440427,   67,    0
   231, 15613,19440428,   44,    0
   231, 15613,19440429,   36,    0
   231, 15613,19440430,   28,    0
   231, 15613,19440501,   25,    0
   231, 15613,19440502,   39,    0
   231, 15613,19440503,   28,    0
   231, 15613,19440504,   22,    0
   231, 15613,19440505,   39,    0
   231, 15613,19440506,   44,    0
   231, 15613,19440507,   42,    0
   231, 15613,19440508,   39,    0
   231, 15613,19440509,   44,    0
   231, 15613,19440510,   25,    0
   231, 15613,19440511,   22,    0
   231, 15613,19440512,   33,    0
   231, 15613,19440513,   33,    0
   231, 15613,19440514,   22,    0
   231, 15613,19440515,   28,    0
   231, 15613,19440516,   42,    0
   231, 15613,19440517,   50,    0
   231, 15613,19440518,   61,    0
   231, 15613,19440519,   11,    0
   231, 15613,19440520,   36,    0
   231, 15613,19440521,   36,    0
   231, 15613,19440522,   50,    0
   231, 15613,19440523,   39,    0
   231, 15613,19440524,   28,    0
   231, 15613,19440525,   22,    0
   231, 15613,19440526,   36,    0
   231, 15613,19440527,   17,    0
   231, 15613,19440528,   19,    0
   231, 15613,19440529,   28,    0
   231, 15613,19440530,   58,    0
   231, 15613,19440531,   33,    0
   231, 15613,19440601,   69,    0
   231, 15613,19440602,   17,    0
   231, 15613,19440603,   19,    0
   231, 15613,19440604,   14,    0
   231, 15613,19440605,   31,    0
   231, 15613,19440606,   25,    0
   231, 15613,19440607,   44,    0
