EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-05-2019 
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
 2720,114802,TRONDHEIM - VOLL                        ,NO,+63:24:38,+010:27:12, 127, FG2,19510101,20190430,   22,Hans Olav Hygen                                   
 2720,901257,TRONDHEIM/VOLL                          ,NO,+63:25:00,+010:27:00, 127, FG5,20060127,20190430,    -,Synoptical message from GTS
 2725,114805,NAMDALSEID                              ,NO,+64:15:02,+011:12:01,  86, FG2,19820801,20001130,   22,Hans Olav Hygen                                   
 2726,114808,NAMSSKOGAN                              ,NO,+64:44:31,+012:50:45, 140, FG2,20061120,20190430,   22,Hans Olav Hygen                                   
 2726,901281,NAMSSKOGAN                              ,NO,+64:43:59,+012:51:00, 140, FG5,20080125,20190430,    -,Synoptical message from GTS
 2727,114811,NORDOYAN FYR                            ,NO,+64:47:52,+010:32:57,  33, FG2,20090901,20190430,   22,Hans Olav Hygen                                   
 2727,901262,NORDOYAN LH                             ,NO,+64:48:00,+010:33:00,  33, FG5,19800101,20190430,    -,Synoptical message from GTS
 2733,114634,BODOE VI                                ,NO,+67:16:01,+014:21:32,  11, FG2,19570101,20190430,   22,Hans Olav Hygen                                   
 2733,114814,BODOE - VAGONES                         ,NO,+67:16:59,+014:28:00,  33, FG2,20131003,20131029,   22,Hans Olav Hygen                                   
 2733,901152,BODO VI                                 ,NO,+67:16:00,+014:22:00,  13, FG5,19800101,20190430,    -,Synoptical message from GTS
 2745,114817,DIVIDALEN                               ,NO,+68:46:41,+019:42:36, 228, FG2,19570101,20091214,   22,Hans Olav Hygen                                   
 2745,901198,DIVIDALEN II                            ,NO,+68:46:59,+019:42:00, 204, FG5,20100419,20130430,    -,Synoptical message from GTS
 2749,114820,STORSTEINNES I BALSFJORD                ,NO,+69:14:49,+019:13:51,  27, FG2,19631201,19650331,   22,Hans Olav Hygen                                   
 2750,114823,TORSVAG FYR                             ,NO,+70:14:44,+019:30:02,  21, FG2,20090901,20190430,   22,Hans Olav Hygen                                   
 2750,901033,TORSVAG LH                              ,NO,+70:15:00,+019:30:00,  24, FG5,19800101,20190430,    -,Synoptical message from GTS
 2751,114826,CUOVDDATMOHKKI                          ,NO,+69:22:00,+024:25:59, 286, FG2,19660801,20190430,   22,Hans Olav Hygen                                   
 2751,901057,CUOVDDATMOHKKI                          ,NO,+69:21:59,+024:25:59, 286, FG5,19800101,20190430,    -,Synoptical message from GTS
 2752,114829,KAUTOKEINO                              ,NO,+68:59:48,+023:02:00, 307, FG2,19570101,20190430,   22,Hans Olav Hygen                                   
 2752,114832,KAUTOKEINO II                           ,NO,+69:01:00,+023:02:02, 330, FG2,19701101,19960131,   22,Hans Olav Hygen                                   
 2752,901047,KAUTOKEINO                              ,NO,+69:00:00,+023:01:59, 307, FG5,19800101,20190430,    -,Synoptical message from GTS
 2753,114829,KAUTOKEINO                              ,NO,+68:59:48,+023:02:00, 307, FG2,19570101,20190430,   22,Hans Olav Hygen                                   
 2753,114832,KAUTOKEINO II                           ,NO,+69:01:00,+023:02:02, 330, FG2,19701101,19960131,   22,Hans Olav Hygen                                   
 2753,901047,KAUTOKEINO                              ,NO,+69:00:00,+023:01:59, 307, FG5,19800101,20190430,    -,Synoptical message from GTS
 2754,114835,MAKKAUR FYR                             ,NO,+70:42:02,+030:04:05,   9, FG2,19570101,20190430,   22,Hans Olav Hygen                                   
 2754,901092,MAKKAUR LH                              ,NO,+70:42:00,+030:04:59,   9, FG5,19800101,20190430,    -,Synoptical message from GTS
 2755,114838,ISFJORD RADIO                           ,NO,+78:04:00,+013:37:59,   7, FG2,19560101,19760630,   22,Hans Olav Hygen                                   
 2756,114841,SVEAGRUVA                               ,NO,+77:52:59,+016:43:00,   9, FG2,19780501,20190430,   22,Hans Olav Hygen                                   
 2757,114844,MIKE                                    ,NO,+66:00:00,+002:00:00,   6, FG2,20090901,20091130,   22,Hans Olav Hygen                                   
 2758,115661,MUENSTER/OSNABRUECK (AIRPORT)           ,DE,+52:08:07,+007:42:00,  48, FG7,19891001,20190430,   11,National Climate Data Center (DWD)                
 2758,910315,MUENSTER/OSNABRUECK                     ,DE,+52:07:59,+007:42:00,  53, FG5,20040101,20190430,    -,Synoptical message from GTS
 2759,115669,BERLIN-TEMPELHOF                        ,DE,+52:28:06,+013:24:14,  48, FG7,19740101,20190430,   11,National Climate Data Center (DWD)                
 2759,121156,BERLIN-TEGEL                            ,DE,+52:33:56,+013:18:38,  36, FG7,19870101,20190430,   11,National Climate Data Center (DWD)                
 2759,910384,BERLIN-TEMPELHOF                        ,DE,+52:28:00,+013:24:00,  49, FG5,19800101,20190430,    -,Synoptical message from GTS
 2760,115695,TRIER-PETRISBERG                        ,DE,+49:44:57,+006:39:33, 265, FG7,19590101,20190430,   11,National Climate Data Center (DWD)                
 2760,910609,TRIER-PETRISBERG                        ,DE,+49:45:00,+006:40:00, 273, FG5,20040101,20190430,    -,Synoptical message from GTS
 2762,115705,KARLSRUHE                               ,DE,+49:02:21,+008:21:54, 112, FG7,19480101,20081031,   11,National Climate Data Center (DWD)                
 2762,115707,RHEINSTETTEN                            ,DE,+48:58:24,+008:19:51, 116, FG7,20090101,20190430,   11,National Climate Data Center (DWD)                
 2762,910727,KARLSRUHE                               ,DE,+49:01:59,+008:22:00, 112, FG5,20040101,20130406,    -,Synoptical message from GTS
 2762,910731,RHEINSTETTEN                            ,DE,+48:58:00,+008:19:00, 118, FG5,20090609,20190430,    -,Synoptical message from GTS
 2763,115709,STUTTGART/ECHTERDINGEN                  ,DE,+48:41:21,+009:13:31, 371, FG7,19530101,20190430,   11,National Climate Data Center (DWD)                
 2763,910738,STUTTGART-ECHTERDINGEN                  ,DE,+48:40:59,+009:13:59, 391, FG5,19800101,20190430,    -,Synoptical message from GTS
 2764,115717,MUENCHEN-FLUGHAFEN                      ,DE,+48:21:29,+011:48:33, 444, FG7,19920520,20190430,   11,National Climate Data Center (DWD)                
 2764,910870,MUENCHEN, FLUGHAFEN                     ,DE,+48:22:00,+011:49:00, 447, FG5,20040101,20190430,    -,Synoptical message from GTS
 2942,147434,DANMARKSHAVN                            ,GL,+76:46:12,-018:40:12,  12, FG1,19580101,20171231,   45,Claus Kern-Hansen                                 
 2942,904320,DANMARKSHAVN                            ,GL,+76:46:00,-018:40:00,  12, FG5,19800101,20190430,    -,Synoptical message from GTS
 2943,175754,AKUREYRI                                ,IS,+65:41:08,-018:06:00,  23,FG12,19490101,20161231,   14,Toranna Palsdottir                                
 2943,904063,AKUREYRI                                ,IS,+65:40:59,-018:04:59,  27, FG5,19800101,20190430,    -,Synoptical message from GTS
 2969,119898,BARCELONA/AEROPUERTO                    ,ES,+41:17:34,+002:04:11,   4, FG6,19610101,20190430,   31,Antonio Mestre Barcelo                            
 2969,156172,EL PRAT DE LLOBREGAT                    ,ES,+41:20:25,+002:04:49,   8, FG1,20110323,20181231,   63,Marc Prohom                                       
 2969,908181,BARCELONA/AEROPUERTO                    ,ES,+41:16:59,+002:04:00,   6, FG5,19800101,20190430,    -,Synoptical message from GTS
 2970,120204,LANZAROTE/AEROPUERTO                    ,ES,+28:57:06,-013:36:01,  14, FG6,19721101,20190430,   31,Antonio Mestre Barcelo                            
 2970,960040,LANZAROTE/AEROPUERTO                    ,ES,+28:57:00,-013:36:00,  21, FG5,19800313,20190430,    -,Synoptical message from GTS
 3167,113479,D15-FA-1                                ,NL,+54:19:32,+002:56:08,  43, FG1,20090316,20190430,   19,Ge Verver                                         
 3167,906201,D15-FA-1                                ,NL,+54:19:00,+002:55:59,  36, FG5,20090609,20190430,    -,Synoptical message from GTS
 3168,113480,K14-FA-1C                               ,NL,+53:16:09,+003:37:40,  42, FG1,20080913,20190430,   19,Ge Verver                                         
 3168,906204,K14-FA-1C                               ,NL,+53:16:00,+003:37:59,  27, FG5,20061130,20190430,    -,Synoptical message from GTS
 3169,113481,A12-CPP                                 ,NL,+55:23:57,+003:48:37,  48, FG1,20090327,20190402,   19,Ge Verver                                         
 3169,906205,A12-CPP                                 ,NL,+55:25:00,+003:49:00,  33, FG5,20090609,20190430,    -,Synoptical message from GTS
 3170,113482,F16-A                                   ,NL,+54:07:00,+004:00:43,  43, FG1,20061207,20190430,   19,Ge Verver                                         
 3170,906206,F16-A                                   ,NL,+54:07:00,+004:01:00,  28, FG5,20061127,20190430,    -,Synoptical message from GTS
 3171,113483,L9-FF-1                                 ,NL,+53:36:51,+004:57:37,   0, FG1,20080913,20190430,   19,Ge Verver                                         
 3172,113484,AWG-1                                   ,NL,+53:29:30,+005:56:30,  41, FG1,20080913,20190430,   19,Ge Verver                                         
 3172,906208,AWG-1                                   ,NL,+53:30:00,+005:57:00,  27, FG5,20061130,20190430,    -,Synoptical message from GTS
 3173,113485,IJMOND                                  ,NL,+52:27:48,+004:31:03,   0, FG1,20010201,20190430,   19,Ge Verver                                         
 3173,113488,IJMUIDEN                                ,NL,+52:27:43,+004:33:18,   4, FG1,19710101,20190430,   19,Ge Verver                                         
 3173,906209,IJMOND                                  ,NL,+52:28:00,+004:31:00,   0, FG5,20010406,20190430,    -,Synoptical message from GTS
 3173,906225,IJMUIDEN                                ,NL,+52:28:00,+004:34:00,   4, FG5,19800101,20190430,    -,Synoptical message from GTS
 3174,113486,J6-A                                    ,NL,+53:49:27,+002:56:43,  46, FG1,20090327,20190430,   19,Ge Verver                                         
 3174,906211,J6-A                                    ,NL,+53:49:00,+002:57:00,  34, FG5,20090609,20190430,    -,Synoptical message from GTS
 3175,113487,HOORN-A                                 ,NL,+52:55:05,+004:09:01,  51, FG1,20090316,20190430,   19,Ge Verver                                         
 3175,906212,HOORN-A                                 ,NL,+52:55:00,+004:09:00,  41, FG5,20090609,20190430,    -,Synoptical message from GTS
 3176,113488,IJMUIDEN                                ,NL,+52:27:43,+004:33:18,   4, FG1,19710101,20190430,   19,Ge Verver                                         
 3176,906225,IJMUIDEN                                ,NL,+52:28:00,+004:34:00,   4, FG5,19800101,20190430,    -,Synoptical message from GTS
 3177,113489,TEXELHORS_MM                            ,NL,+52:59:42,+004:43:12,   1, FG1,19710101,20190430,   19,Ge Verver                                         
 3177,113571,DE KOOY                                 ,NL,+52:55:36,+004:46:51,   1, FG1,19060101,20190430,   19,Ge Verver                                         
 3177,115803,DEN HELDER                              ,NL,+52:57:41,+004:44:49,   4, FG1,19060101,19720731,   19,Ge Verver                                         
 3177,906229,TEXELHORS WP                            ,NL,+53:00:00,+004:43:00,   0, FG5,19940822,20190430,    -,Synoptical message from GTS
 3177,906235,DE KOOIJ                                ,NL,+52:55:59,+004:46:59,   2, FG5,19800101,20190430,    -,Synoptical message from GTS
 3178,113490,WIJDENES                                ,NL,+52:37:57,+005:10:24,   1, FG1,19940811,20190430,   19,Ge Verver                                         
 3178,906248,WIJDENES                                ,NL,+52:37:59,+005:10:00,   4, FG5,19960929,20190430,    -,Synoptical message from GTS
 3179,113491,K13                                     ,NL,+53:13:04,+003:13:13,  38, FG1,19960701,20190430,   19,Ge Verver                                         
 3179,906252,K13-A                                   ,NL,+53:13:00,+003:13:00,  38, FG5,19960928,20190430,    -,Synoptical message from GTS
 3180,113492,HOUTRIBDIJK                             ,NL,+52:38:53,+005:24:02,   7, FG1,20060201,20190430,   19,Ge Verver                                         
 3180,906258,HOUTRIBDIJK                             ,NL,+52:39:00,+005:24:00,   7, FG5,20070223,20190430,    -,Synoptical message from GTS
 3181,113493,HUIBERTGAT                              ,NL,+53:34:26,+006:23:53,   0, FG1,19810101,20190430,   19,Ge Verver                                         
 3181,906285,HUIBERTGAT WP                           ,NL,+53:34:00,+006:24:00,   0, FG5,19951203,20190430,    -,Synoptical message from GTS
 3182,113494,CADZAND                                 ,NL,+51:22:50,+003:22:50,   1, FG1,19720101,20190430,   19,Ge Verver                                         
 3182,906308,CADZAND WP                              ,NL,+51:22:59,+003:22:59,   7, FG5,19960701,20190430,    -,Synoptical message from GTS
 3183,113495,HOOFDPLAAT                              ,NL,+51:22:41,+003:40:19,   0, FG1,19970201,20160131,   19,Ge Verver                                         
 3183,113625,VLISSINGEN                              ,NL,+51:26:29,+003:35:44,   8, FG1,19080401,20190430,   19,Ge Verver                                         
 3183,906310,VLISSINGEN                              ,NL,+51:27:00,+003:36:00,  10, FG5,19800101,20190430,    -,Synoptical message from GTS
 3183,906311,HOOFDPLAAT                              ,NL,+51:22:59,+003:40:00,   0, FG5,19980324,20160201,    -,Synoptical message from GTS
 3184,113496,OOSTERSCHELDE                           ,NL,+51:46:00,+003:37:18,   0, FG1,19820108,20190430,   19,Ge Verver                                         
 3184,906312,OOSTERSCHELDE WP                        ,NL,+51:46:00,+003:37:00,   0, FG5,19960701,20190430,    -,Synoptical message from GTS
 3185,113497,VLAKTE_V.D._RAAN                        ,NL,+51:30:12,+003:14:30,   0, FG1,19970201,20190430,   19,Ge Verver                                         
 3185,906313,VLAKTE VAN RAAN                         ,NL,+51:30:00,+003:15:00,   0, FG5,19980324,20190430,    -,Synoptical message from GTS
 3186,113498,HANSWEERT                               ,NL,+51:26:44,+003:59:51,   0, FG1,19970201,20190430,   19,Ge Verver                                         
 3186,113503,THOLEN                                  ,NL,+51:30:24,+004:07:04,   0, FG1,19810416,20190430,   19,Ge Verver                                         
 3186,113631,WILHELMINADORP                          ,NL,+51:31:32,+003:53:00,   2, FG1,19891105,20190430,   19,Ge Verver                                         
 3186,906315,HANSWEERT                               ,NL,+51:25:59,+004:01:00,   0, FG5,19980324,20190430,    -,Synoptical message from GTS
 3187,113499,SCHAAR                                  ,NL,+51:39:21,+003:41:39,   0, FG1,19830101,20190430,   19,Ge Verver                                         
 3187,906316,OOSTERSCHELDE 4                         ,NL,+51:39:00,+003:42:00,   0, FG5,19960701,20190430,    -,Synoptical message from GTS
 3188,113500,LICHTEILAND_GOEREE                      ,NL,+51:55:32,+003:40:12,  23, FG1,19810101,20190430,   19,Ge Verver                                         
 3188,906320,LICHTEILAND GOEREE                      ,NL,+51:55:59,+003:40:00,  23, FG5,19800101,20190430,    -,Synoptical message from GTS
 3189,113501,EUROPLATFORM                            ,NL,+51:59:52,+003:16:30,  19, FG1,19960701,20190430,   19,Ge Verver                                         
 3189,906321,EURO PLATFORM                           ,NL,+52:00:00,+003:16:59,  19, FG5,19960928,20190430,    -,Synoptical message from GTS
 3190,113502,STAVENISSE-1                            ,NL,+51:35:47,+004:00:21,   0, FG1,19971001,20190430,   19,Ge Verver                                         
 3190,113631,WILHELMINADORP                          ,NL,+51:31:32,+003:53:00,   2, FG1,19891105,20190430,   19,Ge Verver                                         
 3190,906324,STAVENISSE                              ,NL,+51:36:00,+004:00:00,   0, FG5,19980427,20190430,    -,Synoptical message from GTS
 3191,113498,HANSWEERT                               ,NL,+51:26:44,+003:59:51,   0, FG1,19970201,20190430,   19,Ge Verver                                         
 3191,113503,THOLEN                                  ,NL,+51:30:24,+004:07:04,   0, FG1,19810416,20190430,   19,Ge Verver                                         
 3191,906331,MAROLLEGAT                              ,NL,+51:28:59,+004:12:00,   0, FG5,19960701,20190430,    -,Synoptical message from GTS
 3192,113504,ROTTERDAM-GEULHAVEN                     ,NL,+51:53:30,+004:18:45,   4, FG1,19911101,20190430,   19,Ge Verver                                         
 3192,113640,ROTTERDAM                               ,NL,+51:57:38,+004:26:48,  -4, FG1,19561221,20190430,   19,Ge Verver                                         
 3192,906343,ROTTERDAM GEULHAVEN AWS                 ,NL,+51:54:00,+004:19:00,   4, FG5,19940522,20190430,    -,Synoptical message from GTS
 3301,114861,CRNOMELJ-DOBLICE                        ,SI,+45:36:00,+015:12:00, 157, FG4,19890101,20190331,   30,Tanja Cegnar                                      
 3301,914120,CRNOMELJ                                ,SI,+45:34:00,+015:09:00, 157, FG5,19960501,20190430,    -,Synoptical message from GTS
 3311,114961,KOCEVJE                                 ,SI,+45:36:00,+014:54:00, 467, FG4,19610101,20190331,   30,Tanja Cegnar                                      
 3311,914118,KOCEVJE                                 ,SI,+45:39:00,+014:51:00, 467, FG5,19960501,20190430,    -,Synoptical message from GTS
 3312,114971,LESCE                                   ,SI,+46:24:00,+014:12:00, 515, FG4,19790101,20180331,   30,Tanja Cegnar                                      
 3312,914010,LESCE                                   ,SI,+46:22:00,+014:10:59, 515, FG5,19960416,20190430,    -,Synoptical message from GTS
 3316,115011,TOPOL PRI MEDVODAH                      ,SI,+46:06:00,+014:23:09, 680, FG4,19900101,20190331,   30,Tanja Cegnar                                      
 3316,914012,KATARINA                                ,SI,+46:06:00,+014:22:00, 685, FG5,19960416,20190430,    -,Synoptical message from GTS
 3317,115021,VOJSKO                                  ,SI,+46:00:00,+013:54:00,1067, FG4,19610101,20190331,   30,Tanja Cegnar                                      
 3317,914009,VOJSKO                                  ,SI,+46:01:59,+013:54:00,1067, FG5,19960416,20190430,    -,Synoptical message from GTS
 3322,115071,NOVA VAS NA BLOKAH                      ,SI,+45:48:00,+014:30:00, 722, FG4,19610101,20190331,   30,Tanja Cegnar                                      
 3323,115081,POSTOJNA                                ,SI,+45:48:00,+014:12:00, 533, FG4,19620101,20190331,   30,Tanja Cegnar                                      
 3323,914112,POSTOJNA                                ,SI,+45:46:00,+014:12:00, 533, FG5,19960416,20190430,    -,Synoptical message from GTS
 3325,115101,VELIKI DOLENCI                          ,SI,+46:48:00,+016:18:00, 308, FG4,19780101,20181130,   30,Tanja Cegnar                                      
 3326,115111,BILJE                                   ,SI,+45:54:00,+013:36:00,  55, FG4,19920101,20190430,   30,Tanja Cegnar                                      
 3326,914106,BILJE                                   ,SI,+45:54:00,+013:37:59,  56, FG5,19960415,20190430,    -,Synoptical message from GTS
 3328,115131,NOVO MESTO                              ,SI,+45:48:00,+015:12:00, 220, FG4,19730101,20190430,   30,Tanja Cegnar                                      
 3328,914121,NOVO MESTO                              ,SI,+45:48:00,+015:10:59, 220, FG5,19960501,20190430,    -,Synoptical message from GTS
 3329,115141,SMARTNO PRI SLOVENJ GRADCU              ,SI,+46:30:00,+015:06:00, 444, FG4,19610101,20190430,   30,Tanja Cegnar                                      
 3329,914021,SLOVENJ GRADEC                          ,SI,+46:28:59,+015:07:00, 452, FG5,19960416,20190430,    -,Synoptical message from GTS
 3330,115151,LETALISCE JOZETA PUCNIKA LJUBLJANA      ,SI,+46:12:00,+014:30:00, 364, FG4,19640101,20190430,   30,Tanja Cegnar                                      
 3330,914014,LJUBLJANA/BRNIK                         ,SI,+46:13:00,+014:28:59, 384, FG5,19960501,20190430,    -,Synoptical message from GTS
 3331,115161,LETALISCE EDVARDA RUSJANA MARIBOR       ,SI,+46:30:00,+015:42:00, 264, FG4,19770101,20190430,   30,Tanja Cegnar                                      
 3331,914026,MARIBOR/SLIVNICA                        ,SI,+46:28:59,+015:40:59, 265, FG5,19960415,20190430,    -,Synoptical message from GTS
 3332,115171,PORTOROZ-LETALISCE                      ,SI,+45:30:00,+013:36:00,   2, FG4,19870101,20190430,   30,Tanja Cegnar                                      
 3332,914105,PORTOROZ/SECOVLJE                       ,SI,+45:28:59,+013:37:00,   3, FG5,19960415,20190430,    -,Synoptical message from GTS
 3333,115181,CELJE-MEDLOG                            ,SI,+46:12:00,+015:12:00, 242, FG4,20090101,20190430,   30,Tanja Cegnar                                      
 3333,914023,CELJE                                   ,SI,+46:15:00,+015:15:00, 241, FG5,19960415,20190430,    -,Synoptical message from GTS
 3334,115191,LISCA                                   ,SI,+46:06:00,+015:18:00, 943, FG4,19850101,20160630,   30,Tanja Cegnar                                      
 3334,914024,LISCA                                   ,SI,+46:04:00,+015:16:59, 941, FG5,19960501,20190430,    -,Synoptical message from GTS
 3335,115201,MURSKA SOBOTA-RAKICAN                   ,SI,+46:42:00,+016:12:00, 188, FG4,19610101,20190430,   30,Tanja Cegnar                                      
 3335,914031,MURSKA SOBOTA                           ,SI,+46:39:00,+016:10:59, 188, FG5,19960501,20190430,    -,Synoptical message from GTS
 3336,115211,RATECE-PLANICA                          ,SI,+46:30:00,+013:42:00, 864, FG4,19610101,20190430,   30,Tanja Cegnar                                      
 3336,914007,RATECE                                  ,SI,+46:30:00,+013:43:00, 865, FG5,19960415,20190430,    -,Synoptical message from GTS
 3506,115777,STUTTGART-SCHNARRENBERG                 ,DE,+48:49:45,+009:12:03, 314, FG7,19760901,20190430,   11,National Climate Data Center (DWD)                
 3506,910739,STUTTGART/SCHNARRENBERG                 ,DE,+48:49:59,+009:12:00, 318, FG5,20040101,20190430,    -,Synoptical message from GTS
 3509,158054,MALMO A                                 ,SE,+55:34:17,+013:04:23,  20, FG1,19900101,20190430,   56,Marcus Flarup                                     
 3509,158428,MALMO                                   ,SE,+55:36:36,+013:04:48,  20, FG1,19550101,19681231,   56,Marcus Flarup                                     
 3509,902635,MALMO                                   ,SE,+55:34:00,+013:04:00,  21, FG5,19841007,20190430,    -,Synoptical message from GTS
 3510,158212,TORUP A                                 ,SE,+56:56:58,+013:03:45, 130, FG1,20080120,20190426,   56,Marcus Flarup                                     
 3510,902618,TORPUP A                                ,SE,+56:57:00,+013:04:00, 135, FG5,20090609,20190427,    -,Synoptical message from GTS
 3512,158222,NIDINGEN A                              ,SE,+57:18:14,+011:54:23,   2, FG1,19951222,20190430,   56,Marcus Flarup                                     
 3512,902518,NIDINGEN                                ,SE,+57:18:00,+011:54:00,   2, FG5,19821201,20190430,    -,Synoptical message from GTS
 3513,158227,MALILLA A                               ,SE,+57:23:04,+015:48:12,  95, FG1,20080107,20190430,   56,Marcus Flarup                                     
 3513,902565,MALILLA A                               ,SE,+57:22:59,+015:48:00,  98, FG5,19890720,20190430,    -,Synoptical message from GTS
 3513,902566,MALILLA                                 ,SE,+57:24:00,+015:49:00,  98, FG5,19800113,20151128,    -,Synoptical message from GTS
 3514,158231,NORDKOSTER A                            ,SE,+58:53:33,+011:00:21,  33, FG1,20000510,20190425,   56,Marcus Flarup                                     
 3514,902500,NORDKOSTER                              ,SE,+58:54:00,+011:00:00,  35, FG5,19820418,20190426,    -,Synoptical message from GTS
 3515,158236,HARSTENA A                              ,SE,+58:15:02,+017:00:38,  14, FG1,19951215,20190429,   56,Marcus Flarup                                     
 3515,902563,HARSTENA                                ,SE,+58:15:00,+017:01:00,  18, FG5,20001024,20190430,    -,Synoptical message from GTS
 3516,158241,GOTSKA SANDON A                         ,SE,+58:23:39,+019:11:51,  16, FG1,19951219,20190429,   56,Marcus Flarup                                     
 3516,902584,GOTSKA SANDON                           ,SE,+58:24:00,+019:12:00,  11, FG5,19800113,20140525,    -,Synoptical message from GTS
 3516,902589,GOTSKA SANDON                           ,SE,+58:24:00,+019:12:00,  17, FG5,19840615,20190430,    -,Synoptical message from GTS
 3517,158247,KILSBERGEN-SUTTARBODA A                 ,SE,+59:18:00,+014:53:54, 219, FG1,19950801,20190429,   56,Marcus Flarup                                     
 3517,902452,KILSBERGEN-SUTTARBODA                   ,SE,+59:18:00,+014:54:00, 219, FG5,20001024,20190430,    -,Synoptical message from GTS
 3518,158254,TULLINGE A                              ,SE,+59:10:44,+017:54:45,  45, FG1,19951215,20190429,   56,Marcus Flarup                                     
 3518,159883,RIKSTEN                                 ,SE,+59:10:48,+017:55:12,  45, FG1,19620101,19850629,   56,Marcus Flarup                                     
 3518,902469,TULLINGE                                ,SE,+59:10:59,+017:55:00,  45, FG5,19841007,20190430,    -,Synoptical message from GTS
 3519,158258,STOCKHOLM-BROMMA                        ,SE,+59:21:12,+017:57:05,  14, FG1,19550101,20190430,   56,Marcus Flarup                                     
 3519,160087,BARKARBY                                ,SE,+59:25:12,+017:52:48,  17, FG1,19620101,19730628,   56,Marcus Flarup                                     
 3519,902464,STOCKHOLM/BROMMA                        ,SE,+59:22:00,+017:53:58,  14, FG5,19800101,20190430,    -,Synoptical message from GTS
 3520,158262,BORLANGE FLYGPLATS                      ,SE,+60:25:45,+015:30:28, 152, FG1,19970214,20190430,   56,Marcus Flarup                                     
 3520,160482,BORLANGE_AUT                            ,SE,+60:28:48,+015:25:48, 140, FG1,19870725,19990307,   56,Marcus Flarup                                     
 3520,902435,BORLANGE                                ,SE,+60:25:59,+015:31:00, 150, FG5,19861219,20190430,    -,Synoptical message from GTS
 3521,158268,AMOT A                                  ,SE,+60:57:42,+016:25:51, 162, FG1,19950801,20190430,   56,Marcus Flarup                                     
 3521,902440,AMOT                                    ,SE,+60:58:00,+016:25:59, 162, FG5,19980901,20190430,    -,Synoptical message from GTS
 3522,158272,FILMS KYRKBY A                          ,SE,+60:14:11,+017:54:28,  33, FG1,20000607,20190430,   56,Marcus Flarup                                     
 3522,902456,FILM                                    ,SE,+60:13:59,+017:53:58,  35, FG5,19800914,20190430,    -,Synoptical message from GTS
 3523,158277,KUGGOREN A                              ,SE,+61:42:11,+017:31:29,   8, FG1,19951228,20190430,   56,Marcus Flarup                                     
 3523,902355,KUGGOREN                                ,SE,+61:42:00,+017:31:59,  10, FG5,19960928,20190430,    -,Synoptical message from GTS
 3524,158282,TANNAS A                                ,SE,+62:27:01,+012:40:13, 723, FG1,19951121,20190430,   56,Marcus Flarup                                     
 3524,902308,TANNAS                                  ,SE,+62:27:00,+012:40:00, 724, FG5,19960928,20190430,    -,Synoptical message from GTS
 3526,158290,SUNDSVALLS FLYGPLATS                    ,SE,+62:31:28,+017:26:27,   4, FG1,19650102,20190430,   56,Marcus Flarup                                     
 3526,902365,SUNDSVALL HARNOSAND                     ,SE,+62:31:00,+017:27:00,   8, FG5,19990218,20151218,    -,Synoptical message from GTS
 3526,902366,SUNDSVALL HARNOSAND                     ,SE,+62:31:00,+017:27:00,   5, FG5,19800101,20190430,    -,Synoptical message from GTS
 3528,158298,FROSON                                  ,SE,+63:11:51,+014:29:11, 376, FG1,19620101,20190430,   56,Marcus Flarup                                     
 3528,902226,OSTERSUND FROSON                        ,SE,+63:12:00,+014:30:00, 359, FG5,19800101,20190430,    -,Synoptical message from GTS
 3529,158304,JUNSELE A                               ,SE,+63:41:06,+016:57:11, 214, FG1,20080101,20190219,   56,Marcus Flarup                                     
 3529,902243,JUNSELE A                               ,SE,+63:40:59,+016:57:00, 221, FG5,20090609,20190220,    -,Synoptical message from GTS
 3529,902244,JUNSELE                                 ,SE,+63:40:59,+016:57:00, 217, FG5,19800516,20080218,    -,Synoptical message from GTS
 3531,158314,SKAGSUDDE A                             ,SE,+63:11:18,+019:01:13,  11, FG1,19951101,20190430,   56,Marcus Flarup                                     
 3531,902269,SKAGSUDDE                               ,SE,+63:10:59,+019:01:00,  11, FG5,19960928,20190430,    -,Synoptical message from GTS
 3532,158319,HOLMON A                                ,SE,+63:48:29,+020:52:09,   6, FG1,20050501,20190430,   56,Marcus Flarup                                     
 3532,902287,HOLMON                                  ,SE,+63:48:00,+020:52:00,   8, FG5,20061124,20190430,    -,Synoptical message from GTS
